color,currency,image,inStock,name,os,page_num,price,processor,ram,rom,screenSize,url,wasPrice
midnight black,AED,https://media.emaxme.com/i/emax/100000361465_1,1,Honor X8B 8GB 512GB Midnight Black 4G,MagicOS 7.2 (Android 13),3,799.0,Qualcomm Snapdragon 680,512,GB,6.7 Inch,uae.emaxme.com/buy-honor-x8b-8gb-512gb-midnight-black-4g-p-01HQFNE8949N4Q0WWR5AGJ0TQ6-Midnight Black.html,899.0
midnight  black,AED,https://cdn.media.amplience.net/i/emax/100000361462_1,1,Redmi A3 4GB 128GB Midnight Black 4G,Android 14,3,329.0,MediaTek Helio G36 processor,4gb,,6.71 Inch,uae.emaxme.com/buy-redmi-a3-4gb-128gb-midnight-black-4g-p-01HTC78V6HX0CA00T4E8FW1FM0-MIDNIGHT  BLACK-4GB  128GB.html,349.0
star  blue,AED,https://cdn.media.amplience.net/i/emax/100000361460_1,1,Redmi A3 4GB 128GB Star Blue 4G,Android 14,3,329.0,MediaTek Helio G36 processor,4gb,,6.71 Inch,uae.emaxme.com/buy-redmi-a3-4gb-128gb-star-blue-4g-p-01HTC78V6HX0CA00T4E8FW1FM0-STAR  BLUE-4GB  128GB.html,349.0
glowing blue,AED,https://cdn.media.amplience.net/i/emax/100000361401_1,1,Oppo A18 64GB Glowing Blue 4G Smartphone,ColorOS 13.1,3,384.0,MediaTek Helio G85,64,GB,6.56 Inch,uae.emaxme.com/buy-oppo-a18-64gb-glowing-blue-4g-smartphone-p-01HS3V992K1R7M03S42M1K06SD-GLOWING BLUE.html,399.0
glowing gold,AED,https://cdn.media.amplience.net/i/emax/100000360871_1,1,Oppo A38 6GB 128GB Glowing Gold 4G,ColorOS 13.1,3,499.0,MediaTek Helio G85,6gb,128gb,6.55 Inch,uae.emaxme.com/buy-oppo-a38-6gb-128gb-glowing-gold-4g-p-01HTETKVD583040FHXFQJQ1ZTV-GLOWING GOLD-6GB 128GB.html,499.0
moonlight  white,AED,https://cdn.media.amplience.net/i/emax/100000360830_1,1,Redmi Note 13 Pro+ 12GB 512GB Moonlight White 5G,MIUI 14 based on Android 13,3,1399.0,MediaTek Dimensity 7200-Ultra,12gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-pro-12gb-512gb-moonlight-white-5g-p-01HTC78V79ZSW204HKVXNX1783-MOONLIGHT  WHITE-12GB  512GB.html,1599.0
midnight  black,AED,https://cdn.media.amplience.net/i/emax/100000360828_1,1,Redmi Note 13 Pro+ 12GB 512GB Midnight Black 5G,MIUI 14 based on Android 13,3,1399.0,MediaTek Dimensity 7200-Ultra,12gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-pro-12gb-512gb-midnight-black-5g-p-01HTC78V79ZSW204HKVXNX1783-MIDNIGHT  BLACK-12GB  512GB.html,1599.0
ocean  teal,AED,https://cdn.media.amplience.net/i/emax/100000360820_1,1,Redmi Note 13 Pro 12GB 512GB Ocean Teal 5G,MIUI 14 based on Android 13,3,1199.0,Snapdragon 7s Gen 2,12gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-pro-12gb-512gb-ocean-teal-5g-p-01HTC78V763RHN16BACBND0VA7-OCEAN  TEAL-12GB  512GB.html,1399.0
aurora  purple,AED,https://cdn.media.amplience.net/i/emax/100000360819_1,1,Redmi Note 13 Pro 12GB 512GB Aurora Purple 5G,MIUI 14 based on Android 13,3,1199.0,Snapdragon 7s Gen 2,12gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-pro-12gb-512gb-aurora-purple-5g-p-01HTC78V763RHN16BACBND0VA7-AURORA  PURPLE-12GB  512GB.html,1399.0
midnight  black,AED,https://cdn.media.amplience.net/i/emax/100000360818_1,1,Redmi Note 13 Pro  12GB 512GB Midnight Black 5G,MIUI 14 based on Android 13,3,1199.0,Snapdragon 7s Gen 2,12gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-pro--12gb-512gb-midnight-black-5g-p-01HTC78V763RHN16BACBND0VA7-MIDNIGHT  BLACK-12GB  512GB.html,1399.0
mint  green,AED,https://cdn.media.amplience.net/i/emax/100000360817_1,1,Redmi Note 13 8GB 256GB Mint Green 4G,MIUI 14 based on Android 13,3,619.0,Snapdragon 685,8gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-8gb-256gb-mint-green-4g-p-01HTC78V6YJ0390BKHRQMF1280-MINT  GREEN-8GB  256GB.html,749.0
ice  blue,AED,https://cdn.media.amplience.net/i/emax/100000360816_1,1,Redmi Note 13 8GB 256GB Ice Blue 4G,MIUI 14 based on Android 13,3,619.0,Snapdragon 685,8gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-8gb-256gb-ice-blue-4g-p-01HTC78V6YJ0390BKHRQMF1280-ICE  BLUE-8GB  256GB.html,749.0
midnight  black,AED,https://cdn.media.amplience.net/i/emax/100000360815_1,1,Redmi Note 13 8GB 256GB Midnight Black 4G,MIUI 14 based on Android 13,3,619.0,Snapdragon 685,8gb,,6.67 Inch,uae.emaxme.com/buy-redmi-note-13-8gb-256gb-midnight-black-4g-p-01HTC78V6YJ0390BKHRQMF1280-MIDNIGHT  BLACK-8GB  256GB.html,749.0
rock grey,AED,https://media.emaxme.com/i/emax/100000360369_1,1,Oppo Reno11 Pro 12GB 512GB Rock Grey 5G,ColorOS 14,3,1849.0,Qualcomm Snapdragon 8 Plus Gen 1,12gb,512gb,6.74 Inch,uae.emaxme.com/buy-oppo-reno11-pro-12gb-512gb-rock-grey-5g-p-01HKSW127PBAMA0F0EZ6361HMX-Rock Grey-12GB 512GB.html,2099.0
rock grey,AED,https://media.emaxme.com/i/emax/100000360367_1,1,Oppo Reno11 12GB 256GB Rock Grey 5G,ColorOS 14,3,1399.0,Dimensity 8200,12gb,256gb,6.7 Inch,uae.emaxme.com/buy-oppo-reno11-12gb-256gb-rock-grey-5g-p-01HKSW1277VQB90S31GEBN1QK3-Rock Grey-12GB 256GB.html,1549.0
wave green,AED,https://media.emaxme.com/i/emax/100000360366_1,1,Oppo Reno11 12GB 256GB Wave Green 5G,ColorOS 14,3,1399.0,Dimensity 8200,12gb,256gb,6.7 Inch,uae.emaxme.com/buy-oppo-reno11-12gb-256gb-wave-green-5g-p-01HKSW1277VQB90S31GEBN1QK3-Wave Green-12GB 256GB.html,1549.0
flowing silver,AED,https://media.emaxme.com/i/emax/100000360273_1,1,Honor X7B 8GB 256GB Flowing Silver 4G,Android 13,3,589.0,Qualcomm Snapdragon 680,8gb,256gb,6.8 Inch,uae.emaxme.com/buy-honor-x7b-8gb-256gb-flowing-silver-4g-p-01HJGRKFP1FB6A19BP2SJJ041S-Flowing Silver-8GB 256GB.html,589.0
emerald green,AED,https://media.emaxme.com/i/emax/100000360272_1,1,Honor X7B 8GB 256GB Emerald Green 4G,Android 13,3,589.0,Qualcomm Snapdragon 680,8gb,256gb,6.8 Inch,uae.emaxme.com/buy-honor-x7b-8gb-256gb-emerald-green-4g-p-01HJGRKFP1FB6A19BP2SJJ041S-Emerald Green-8GB 256GB.html,589.0
midnight black,AED,https://media.emaxme.com/i/emax/100000360270_1,1,Honor X7B 8GB 256GB Midnight Black 4G,Android 13,3,589.0,Qualcomm Snapdragon 680,8gb,256gb,6.8 Inch,uae.emaxme.com/buy-honor-x7b-8gb-256gb-midnight-black-4g-p-01HJGRKFP1FB6A19BP2SJJ041S-Midnight Black-8GB 256GB.html,589.0
blue black,AED,https://media.emaxme.com/i/emax/100000360267_1,1,Samsung Galaxy A25 8GB 256GB Blue Black 5G,Android,3,749.0,Octa-Core,8gb,256gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a25-8gb-256gb-blue-black-5g-p-01HK5CJXDMD3AH1DQVMPRP0F9X-Blue Black-8GB 256GB.html,1169.0
light blue,AED,https://media.emaxme.com/i/emax/100000360264_1,1,Samsung Galaxy A25 8GB 256GB Light Blue 5G,Android,3,749.0,Octa-Core,8gb,256gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a25-8gb-256gb-light-blue-5g-p-01HK5CJXDMD3AH1DQVMPRP0F9X-Light Blue-8GB 256GB.html,1169.0
light blue,AED,https://media.emaxme.com/i/emax/100000360264_1,1,Samsung Galaxy A25 6GB 128GB Light Blue 5G,Android,3,601.0,Octa-Core,6gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a25-6gb-128gb-light-blue-5g-p-01HK5CJXDMD3AH1DQVMPRP0F9X-Light Blue-6GB 128GB.html,999.0
yellow,AED,https://media.emaxme.com/i/emax/100000360263_1,1,Samsung Galaxy A15 4GB 128GB Yellow 5G,Android,3,509.0,Octa-Core,4gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a15-4gb-128gb-yellow-5g-p-01HK5CJXDD95XQ15Z1P0DD1G43-Yellow-4GB 128GB.html,709.0
blue black,AED,https://media.emaxme.com/i/emax/100000360262_1,1,Samsung Galaxy A15 4GB 128GB Blue Black 5G,Android,3,509.0,Octa-Core,4gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a15-4gb-128gb-blue-black-5g-p-01HK5CJXDD95XQ15Z1P0DD1G43-Blue Black-4GB 128GB.html,709.0
light blue,AED,https://media.emaxme.com/i/emax/100000360261_1,1,Samsung Galaxy A15 4GB 128GB Light Blue 5G,Android,3,503.0,Octa-Core,4gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a15-4gb-128gb-light-blue-5g-p-01HK5CJXDD95XQ15Z1P0DD1G43-Light Blue-4GB 128GB.html,709.0
blue black,AED,https://media.emaxme.com/i/emax/100000360257_1,1,Samsung Galaxy A15 6GB 128GB Blue Black 4G,Android,3,457.0,Octa-Core,6gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a15-6gb-128gb-blue-black-4g-p-01HK5CJXD7NZNW0DY0A55H1P7T-Blue Black-6GB 128GB.html,689.0
blue black,AED,https://media.emaxme.com/i/emax/100000360257_1,1,Samsung Galaxy A15 4GB 128GB Blue Black 4G,Android,3,432.0,Octa-Core,4gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a15-4gb-128gb-blue-black-4g-p-01HK5CJXD7NZNW0DY0A55H1P7T-Blue Black-4GB 128GB.html,629.0
light blue,AED,https://media.emaxme.com/i/emax/100000360255_1,1,Samsung Galaxy A15 6GB 128GB Light Blue 4G,Android,3,465.0,Octa-Core,6gb,128gb,6.5 Inch,uae.emaxme.com/buy-samsung-galaxy-a15-6gb-128gb-light-blue-4g-p-01HK5CJXD7NZNW0DY0A55H1P7T-Light Blue-6GB 128GB.html,689.0
silver,AED,https://media.emaxme.com/i/emax/100000359995_1,1,Samsung Galaxy A05S 6GB 128GB Silver 4G,Android,3,553.0,Snapdragon 680 Qualcomm SM6225,6gb,128gb,6.7 Inch,uae.emaxme.com/buy-samsung-galaxy-a05s-6gb-128gb-silver-4g-p-01HK5CS2V3MCCZ1YDKR0HB0ZPM-Silver-6GB 128GB.html,609.0
black,AED,https://media.emaxme.com/i/emax/100000359992_1,1,Samsung Galaxy A05S 6GB 128GB Black 4G,Android,3,553.0,Snapdragon 680 Qualcomm SM6225,6gb,128gb,6.7 Inch,uae.emaxme.com/buy-samsung-galaxy-a05s-6gb-128gb-black-4g-p-01HK5CS2V3MCCZ1YDKR0HB0ZPM-Black-6GB 128GB.html,609.0
black,AED,https://media.emaxme.com/i/emax/100000359992_1,1,Samsung Galaxy A05S 4GB 128GB Black 4G,Android,3,381.0,Snapdragon 680 Qualcomm SM6225,4gb,128gb,6.7 Inch,uae.emaxme.com/buy-samsung-galaxy-a05s-4gb-128gb-black-4g-p-01HK5CS2V3MCCZ1YDKR0HB0ZPM-Black-4GB 128GB.html,549.0
light violet,AED,https://media.emaxme.com/i/emax/100000359990_1,1,Samsung Galaxy A05S 6GB 128GB Light Violet 4G,Android,3,553.0,Snapdragon 680 Qualcomm SM6225,6gb,128gb,6.7 Inch,uae.emaxme.com/buy-samsung-galaxy-a05s-6gb-128gb-light-violet-4g-p-01HK5CS2V3MCCZ1YDKR0HB0ZPM-Light Violet-6GB 128GB.html,609.0
light violet,AED,https://media.emaxme.com/i/emax/100000359990_1,1,Samsung Galaxy A05S 4GB 128GB Light Violet 4G,Android,3,384.0,Snapdragon 680 Qualcomm SM6225,4gb,128gb,6.7 Inch,uae.emaxme.com/buy-samsung-galaxy-a05s-4gb-128gb-light-violet-4g-p-01HK5CS2V3MCCZ1YDKR0HB0ZPM-Light Violet-4GB 128GB.html,549.0
black,AED,https://media.emaxme.com/i/emax/100000359986_1,1,Samsung Galaxy A05 4GB 128GB Black 4G,Android,3,322.0,MediaTek MT6769V/WY,4gb,128gb,6.7 Inch,uae.emaxme.com/buy-samsung-galaxy-a05-4gb-128gb-black-4g-p-01HHHQ3X6QPG0C1ZZX5VDA013Q-Black-4GB 128GB.html,449.0
purple,AED,https://media.emaxme.com/i/emax/100000359816_1,1,Oppo A79 8GB 256GB Purple 5G,ColorOS 13.1,3,824.0,MT6833,8gb,256gb,6.72 Inch,uae.emaxme.com/buy-oppo-a79-8gb-256gb-purple-5g-p-01HGAN3KH45RH20G3AEMCC0P7Q-Purple-8GB 256GB.html,899.0
black,AED,https://media.emaxme.com/i/emax/100000359814_1,1,Oppo A79 8GB 256GB Black 5G,ColorOS 13.1,3,824.0,MT6833,8gb,256gb,6.72 Inch,uae.emaxme.com/buy-oppo-a79-8gb-256gb-black-5g-p-01HGAN3KH45RH20G3AEMCC0P7Q-Black-8GB 256GB.html,899.0
midnight black,AED,https://cdn.media.amplience.net/i/emax/100000359686_1,1,Redmi 13C 8GB 256GB Midnight Black 4G,MIUI 14,3,505.0,MediaTek Helio G85,8gb,,6.74 Inch,uae.emaxme.com/buy-redmi-13c-8gb-256gb-midnight-black-4g-p-01HTC78V6NYY0T13SFY9921V63-MIDNIGHT BLACK-8GB  256GB.html,539.0
navy blue,AED,https://cdn.media.amplience.net/i/emax/100000359685_1,1,Redmi 13C 8GB 256GB Navy Blue 4G,MIUI 14,3,505.0,MediaTek Helio G85,8gb,,6.74 Inch,uae.emaxme.com/buy-redmi-13c-8gb-256gb-navy-blue-4g-p-01HTC78V6NYY0T13SFY9921V63-NAVY BLUE-8GB  256GB.html,539.0
blue,AED,https://media.emaxme.com/i/emax/100000359263_1,1,Nokia G22 TA-1528 6GB 256GB GCC Blue 4G,Android 12,3,423.0,Unisoc T606,6gb,256gb,6.5 Inch,uae.emaxme.com/buy-nokia-g22-ta1528-6gb-256gb-gcc-blue-4g-p-01HEVTCZMSFTZJ11EFYWKM0Z7T-Blue-6GB 256GB.html,499.0
grey,AED,https://media.emaxme.com/i/emax/100000358885_1,1,Nokia G42 8GB 256GB Grey 5G,Android 13,3,587.0,Snapdragon,8gb,256gb,6.56 Inch,uae.emaxme.com/buy-nokia-g42-8gb-256gb-grey-5g-p-01HD45XA5ARXY01JPDTX3P1Q2F-Grey-8GB 256GB.html,699.0
charcoal,AED,https://media.emaxme.com/i/emax/100000358762_1,1,Nokia C32 6GB 128GB Charcoal 4G,Android 13,3,353.0,Unisoc SC9863A1,6gb,128gb,6.52 Inch,uae.emaxme.com/buy-nokia-c32-6gb-128gb-charcoal-4g-p-01HCY41W19BBTQ01G2KANH151K-Charcoal-6GB 128GB.html,399.0
green,AED,https://media.emaxme.com/i/emax/100000358761_1,1,Nokia C32 6GB 128GB Green 4G,Android 13,3,353.0,Unisoc SC9863A1,6gb,128gb,6.52 Inch,uae.emaxme.com/buy-nokia-c32-6gb-128gb-green-4g-p-01HCY41W19BBTQ01G2KANH151K-Green-6GB 128GB.html,399.0
blue,AED,https://media.emaxme.com/i/emax/100000358722_1,1,Oppo A18 4GB 128GB Glowing Blue 4G,ColorOS,3,404.0,MediaTek Helio G85,4gb,128gb,6.56 Inch,uae.emaxme.com/buy-oppo-a18-4gb-128gb-glowing-blue-4g-p-01HD6BZFE9976F0C677BMN1DKY-Blue-4GB 128GB.html,419.0
cyan,AED,https://media.emaxme.com/i/emax/100000358702_1,1,Nokia C12 Pro 4GB 64GB Cyan 4G,Android 12,3,283.0,Unisoc 9863A1,4gb,64gb,6.3 Inch,uae.emaxme.com/buy-nokia-c12-pro-4gb-64gb-cyan-4g-p-01HCY41W2KM8K91WF2PCYW1Y36-Cyan-4GB 64GB.html,299.0
cream,AED,https://media.emaxme.com/i/emax/100000358671_1,1,Samsung Galaxy S23 FE 8GB 256GB Cream 5G,Android,4,1640.0,Samsung Exynos 2200,8gb,256gb,6.4 Inch,uae.emaxme.com/buy-samsung-galaxy-s23-fe-8gb-256gb-cream-5g-p-01HCMNS03AMNAC1PT43TQQ1CNE-Cream-8GB 256GB.html,2549.0
purple,AED,https://media.emaxme.com/i/emax/100000358668_1,1,Samsung Galaxy S23 FE 8GB 256GB Purple 5G,Android,4,1650.0,Samsung Exynos 2200,8gb,256gb,6.4 Inch,uae.emaxme.com/buy-samsung-galaxy-s23-fe-8gb-256gb-purple-5g-p-01HCMNS03AMNAC1PT43TQQ1CNE-Purple-8GB 256GB.html,2549.0
mint,AED,https://media.emaxme.com/i/emax/100000358664_1,1,Samsung Galaxy S23 FE 8GB 256GB Mint 5G,Android,4,1640.0,Samsung Exynos 2200,8gb,256gb,6.4 Inch,uae.emaxme.com/buy-samsung-galaxy-s23-fe-8gb-256gb-mint-5g-p-01HCMNS03AMNAC1PT43TQQ1CNE-Mint-8GB 256GB.html,2549.0
white titanium,AED,https://media.emaxme.com/i/emax/100000357800_1,1,Apple iPhone 15 Pro Max 512GB White Titanium 5G UAE Version,iOS 17,4,5349.0,A17 Pro chip,,512gb,6.7 Inch,uae.emaxme.com/buy-apple-iphone-15-pro-max-512gb-white-titanium-5g-uae-version-p-01HAC1087824K90YS4MBBV1WHM-White Titanium-512GB.html,5949.0
white titanium,AED,https://media.emaxme.com/i/emax/100000357784_1,1,Apple iPhone 15 Pro 256GB White Titanium 5G UAE Version,iOS 17,4,4049.0,A17 Pro chip,,256gb,6.1 Inch,uae.emaxme.com/buy-apple-iphone-15-pro-256gb-white-titanium-5g-uae-version-p-01HAC10863J20W0572C1NS0FQ3-White Titanium-256GB.html,4699.0
black titanium,AED,https://media.emaxme.com/i/emax/100000357773_1,1,Apple iPhone 15 Pro 128GB Black Titanium 5G UAE Version,iOS 17,4,3749.0,A17 Pro chip,,128gb,6.1 Inch,uae.emaxme.com/buy-apple-iphone-15-pro-128gb-black-titanium-5g-uae-version-p-01HAC10863J20W0572C1NS0FQ3-Black Titanium-128GB.html,4299.0
blue,AED,https://media.emaxme.com/i/emax/100000357766_1,1,Apple iPhone 15 Plus 256GB Blue 5G UAE Version,iOS 17,4,3699.0,A16 Bionic chip,,256gb,6.7 Inch,uae.emaxme.com/buy-apple-iphone-15-plus-256gb-blue-5g-uae-version-p-01HAC1084W70S31FZH39QP1N2Z-Blue-256GB.html,4199.0
pink,AED,https://media.emaxme.com/i/emax/100000357759_1,1,Apple iPhone 15 Plus 256GB Pink 5G UAE Version,iOS 17,4,3699.0,A16 Bionic chip,,256gb,6.7 Inch,uae.emaxme.com/buy-apple-iphone-15-plus-256gb-pink-5g-uae-version-p-01HAC1084W70S31FZH39QP1N2Z-Pink-256GB.html,4199.0
glowing black,AED,https://media.emaxme.com/i/emax/100000356733_1,1,Oppo A38 4GB 128GB Glowing Black 4G,Android 13,4,469.0,Mediatek MT6769 Helio G85,4gb,128gb,6.56 Inch,uae.emaxme.com/buy-oppo-a38-4gb-128gb-glowing-black-4g-p-01HA47384RYC500CZKBX410YZZ-Glowing Black-4GB 128GB.html,469.0
sky silver,AED,https://media.emaxme.com/i/emax/100000356638_1,1,Honor X6A 4GB 128GB Sky Silver 4G,Android 13,4,409.0,Octa-core(Mediatek Helio G36),4gb,128gb,6.56 Inch,uae.emaxme.com/buy-honor-x6a-4gb-128gb-sky-silver-4g-p-01H8NTTDHM4KEQ0N4A3G590A1X-Sky Silver-4GB 128GB.html,409.0
cyan lake,AED,https://media.emaxme.com/i/emax/100000356637_1,1,Honor X6A 4GB 128GB Cyan Lake 4G,Android 13,4,409.0,Octa-core(Mediatek Helio G36),4gb,128gb,6.56 Inch,uae.emaxme.com/buy-honor-x6a-4gb-128gb-cyan-lake-4g-p-01H8NTTDHM4KEQ0N4A3G590A1X-Cyan Lake-4GB 128GB.html,409.0
midnigh black,AED,https://media.emaxme.com/i/emax/100000356636_1,1,Honor X6A 4GB 128GB Midnight Black 4G,Android 13,4,409.0,Octa-core(Mediatek Helio G36),4gb,128gb,6.56 Inch,uae.emaxme.com/buy-honor-x6a-4gb-128gb-midnight-black-4g-p-01H8NTTDHM4KEQ0N4A3G590A1X-Midnigh Black-4GB 128GB.html,409.0
green,AED,https://media.emaxme.com/i/emax/100000356368_1,1,Oppo A58 8GB 128GB Dazzling Green 4G,ColorOS 13.1,4,535.0,,8gb,128gb,6.72 Inch,uae.emaxme.com/buy-oppo-a58-8gb-128gb-dazzling-green-4g-p-01H7Z5RTCDZ2MW07MRX3MX1KNY-Green-8GB 128GB.html,599.0
charcoal,AED,https://media.emaxme.com/i/emax/100000356364_1,1,Nokia C32 DS 4GB 128GB Charcoal 4G,,4,409.0,,4gb,128gb,6.7 Inch,uae.emaxme.com/buy-nokia-c32-ds-4gb-128gb-charcoal-4g-p-01H7Z5RT8HXV0F0SB60HJ10XMY-Charcoal-4GB 128GB.html,419.0
rococo pearl,AED,https://media.emaxme.com/i/emax/100000354163_1,1,Huawei P60 Pro 8GB 256GB Arabic Rococo Pearl 4G,EMUI 13.1,4,3399.0,Snapdragon 8+ Gen 1 4G,8gb,256gb,6.67 Inch,uae.emaxme.com/buy-huawei-p60-pro-8gb-256gb-arabic-rococo-pearl-4g-p-01GZZHPP8NYZPP160PRVZM10DK-Rococo Pearl-8GB 256GB.html,3399.0
purple,AED,https://media.emaxme.com/i/emax/100000349684_1,1,Apple iPhone 14 Plus 256GB Purple 5G UAE Version,iOS 16,4,2999.0,A15 Bionic chip,256,GB,6.7 Inch,uae.emaxme.com/buy-apple-iphone-14-plus-256gb-purple-5g-uae-version-p-01GCGH1XEZ61800QART5JV1H2V-Purple-256GB.html,4199.0
starlight,AED,https://media.emaxme.com/i/emax/100000349693_1,1,Apple iPhone 14 Plus 256GB Starlight 5G UAE Version,iOS 16,4,2999.0,A15 Bionic chip,256,GB,6.7 Inch,uae.emaxme.com/buy-apple-iphone-14-plus-256gb-starlight-5g-uae-version-p-01GCGH1XEZ61800QART5JV1H2V-Starlight-256GB.html,4199.0
midnight,AED,https://media.emaxme.com/i/emax/100000349700_1,1,Apple iPhone 14 Plus 256GB Midnight 5G UAE Version,iOS 16,4,2999.0,A15 Bionic chip,256,GB,6.7 Inch,uae.emaxme.com/buy-apple-iphone-14-plus-256gb-midnight-5g-uae-version-p-01GCGH1XEZ61800QART5JV1H2V-Midnight-256GB.html,4199.0
midnight,AED,https://media.emaxme.com/i/emax/100000349700_1,1,Apple iPhone 14 Plus 128GB Midnight 5G UAE Version,iOS 16,4,2599.0,A15 Bionic chip,128,GB,6.7 Inch,uae.emaxme.com/buy-apple-iphone-14-plus-128gb-midnight-5g-uae-version-p-01GCGH1XEZ61800QART5JV1H2V-Midnight-128GB.html,3799.0
phantom black,AED,https://media.emaxme.com/i/emax/100000348601_1,1,Samsung Galaxy Z Fold4 12GB 256GB Phantom Black 5G,Android 12,4,6789.0,Snapdragon 8+ Gen 1,,256gb,7.6 Inch,uae.emaxme.com/buy-samsung-galaxy-z-fold4-12gb-256gb-phantom-black-5g-p-01GA3EMBRNABD80GVYE7V71T0S-Phantom Black-256GB.html,6799.0
