colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
Silver,AED,https://f.nooncdn.com/p/pnsku/N51784851A/45/_/1724314673/bfd0de05-9bee-40a5-ada2-3fadd77ae22b.jpg?format=jpg&width=240,Refurbished - iPhone 12 Pro Max With Facetime 512GB Silver 5G,,,40,A14 Bionic,6 GB,1974.0,512 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-max-with-facetime-512gb-silver-5g/N51784853A/p/?o=f60e04301ad415fa
Gold,AED,,Renewed - iPhone 13 Pro Max 256GB Gold 5G With Facetime,,,40,Apple,6 GB,2645.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-13-pro-max-256gb-gold-5g-with-facetime/N53352087A/p/?o=da3ce60557567b0f
Sierra Blue,AED,,Renewed - iPhone 13 Pro 128GB Sierra Blue 5G With Facetime,,,40,Apple,6 GB,2111.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-13-pro-128gb-sierra-blue-5g-with-facetime/N53352437A/p/?o=d0d95c065d198c1f
Space Gray,AED,https://f.nooncdn.com/p/v1604822143/N41769954A_1.jpg?format=jpg&width=240,Refurbished - iPhone 11 Pro With FaceTime Space Gray 256GB 4G LTE,1104.0,,40,Apple,4 GB,1278.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-11-pro-with-facetime-space-gray-256gb-4g-lte/N41769959A/p/?o=f3eb8d5beb00d3ed
(PRODUCT)RED,AED,https://f.nooncdn.com/p/v1604822126/N41769926A_1.jpg?format=jpg&width=240,Refurbished - iPhone 11 With Facetime RED 64GB ROM 4G LTE,,,40,Apple,4 GB,930.0,64 GB,https://www.noon.com/uae-en/refurbished-iphone-11-with-facetime-red-64gb-rom-4g-lte/N41769926A/p/?o=d61abca19889128f
Blue,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XR With FaceTime Blue 128GB 4G LTE,,,40,Apple,3 GB,770.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-blue-128gb-4g-lte/N37938116A/p/?o=a0b54ab24204abce
Yellow,AED,,Refurbished - iPhone XR With Facetime Yellow 128GB ROM 4G LTE,,,40,Apple,3 GB,1026.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-xr-with-facetime-yellow-128gb-rom-4g-lte/N45953555A/p/?o=e275e26c729b309b
Gold,AED,,Renewed - iPhone 11 Pro With Facetime Gold 256GB 4G LTE -,1199.0,,40,Apple,4 GB,3399.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-gold-256gb-4g-lte/N50397640A/p/?o=ffe790693839a33e
Space Gray,AED,https://f.nooncdn.com/p/v1604822142/N41769951A_1.jpg?format=jpg&width=240,Refurbished - iPhone 11 Pro With FaceTime Space Gray 64GB 4G LTE,,,40,Apple,4 GB,1080.0,64 GB,https://www.noon.com/uae-en/refurbished-iphone-11-pro-with-facetime-space-gray-64gb-4g-lte/N41769942A/p/?o=c3f890bfc60dd48c
Phantom Gray,AED,,Renewed - Galaxy S21 Dual Sim Phantom Gray 8GB RAM 256GB 5G - International Version,749.0,,40,,8 GB,899.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-s21-dual-sim-phantom-gray-8gb-ram-256gb-5g-international-version/N48661263A/p/?o=a36a5a995fb91aeb
Aura Glow,AED,,Renewed - Galaxy Note 10 Plus Dual SIM Aura Glow 12GB RAM 256GB 5G LTE,,,40,,12 GB,1100.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-note-10-plus-dual-sim-aura-glow-12gb-ram-256gb-5g-lte/N48661210A/p/?o=ba64b77964ecda1c
Silver,AED,https://f.nooncdn.com/p/pnsku/N45048512A/45/_/1724313083/8edec430-5011-43af-b526-8388cb3debbb.jpg?format=jpg&width=240,Renewed - iPhone 12 Pro With Facetime 256GB Silver 5G,,,40,A14 Bionic,6 GB,1723.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-with-facetime-256gb-silver-5g/N48237338A/p/?o=dcc07ef6d2ce7eaa
Cosmic Grey,AED,,Renewed - Galaxy S20 Ultra Dual SIM Cosmic Gray 12GB RAM 128GB 5G - International Version,959.0,iOS 10,40,,12 GB,1099.0,128 GB,https://www.noon.com/uae-en/renewed-galaxy-s20-ultra-dual-sim-cosmic-gray-12gb-ram-128gb-5g-international-version/N49108725A/p/?o=cdfc47dfd1c9764c
Red,AED,https://f.nooncdn.com/p/pnsku/N43414938A/45/_/1724313428/3cf0a6cc-9fda-44a2-9b34-69675e0bb598.jpg?format=jpg&width=240,Renewed - iPhone 12 Mini With Facetime 64GB Red 5G,,,40,,4 GB,1035.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-12-mini-with-facetime-64gb-red-5g/N43011821A/p/?o=d81372d2b07cb50f
White,AED,,Renewed - Passport White 3GB RAM 32GB 4G LTE With Arabic/English Keyboard,,,40,Snapdragon,3 GB,1199.0,32 GB,https://www.noon.com/uae-en/renewed-passport-white-3gb-ram-32gb-4g-lte-with-arabic-english-keyboard/N38575020A/p/?o=c5e825e79b575f7f
Space Grey,AED,,Refurbished - iPhone XS Max With FaceTime Space Grey 64GB 4G LTE,,,40,Apple,4 GB,893.0,64 GB,https://www.noon.com/uae-en/refurbished-iphone-xs-max-with-facetime-space-grey-64gb-4g-lte/N39697651A/p/?o=ad0fa790bd23871e
Black,AED,https://f.nooncdn.com/p/v1606992381/N41178650A_1.jpg?format=jpg&width=240,Refurbished - iPhone XR With FaceTime Black 128GB 4G LTE,,,40,,3 GB,938.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-xr-with-facetime-black-128gb-4g-lte/N41178650A/p/?o=c5d3e8c731d81a8b
Green,AED,,Renewed - Galaxy S22 Ultra Single SIM Green 12GB RAM 256GB 5G - International Version,,,40,,12 GB,1938.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-s22-ultra-single-sim-green-12gb-ram-256gb-5g-international-version/N70065631V/p/?o=cb24cbf54b83b53e
Phantom Black,AED,,Renewed - Galaxy S21 Plus Dual Sim Phantom Black 8GB RAM 256GB 5G - International Version,,,39,,8 GB,1100.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-s21-plus-dual-sim-phantom-black-8gb-ram-256gb-5g-international-version/N49968021A/p/?o=ddfc9eeb6729a2fb
Gold,AED,https://f.nooncdn.com/p/v1608180404/N37937998A_1.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro With FaceTime Gold 256GB 4G LTE,,,39,Apple,4 GB,1298.95,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-gold-256gb-4g-lte/N37937998A/p/?o=c93f7ef178ba8a9f
Red,AED,,Renewed - iPhone SE 2020 Slim Packing 2nd Gen 64GB Red,,,39,,4 GB,747.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-se-2020-slim-packing-2nd-gen-64gb-red/N70044457V/p/?o=b881295b46baf5de
Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 With Facetime 256GB Black 5G,,,39,A14 Bionic,4 GB,1328.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-12-with-facetime-256gb-black-5g/N44941999A/p/?o=d98b320feba73afa
Midnight Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Refurbished - iPhone 11 Pro With FaceTime Midnight Green 256GB 4G LTE,,,39,Apple,4 GB,1299.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-11-pro-with-facetime-midnight-green-256gb-4g-lte/N39448916A/p/?o=c23c9590439886da
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone X With FaceTime Silver 64GB 4G LTE,,,39,,3 GB,617.3,64 GB,https://www.noon.com/uae-en/renewed-iphone-x-with-facetime-silver-64gb-4g-lte/N37984323A/p/?o=f03a02906216713d
Green,AED,https://f.nooncdn.com/p/pnsku/N51784675A/45/_/1724240920/1be91817-2e89-4d07-8efe-50c941642992.jpg?format=jpg&width=240,Refurbished - iPhone 12 Mini With Facetime 128GB Green 5G,,,39,A14 Bionic,4 GB,992.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-12-mini-with-facetime-128gb-green-5g/N51784805A/p/?o=d3774d1b7dca8f9a
Black,AED,,Renewed - Y9 (2019) Dual SIM Black 6GB RAM 128GB 4G LTE,,Android 8.0/8.1(Oreo),39,HiSilicon Kirin,6 GB,210.0,128 GB,https://www.noon.com/uae-en/renewed-y9-2019-dual-sim-black-6gb-ram-128gb-4g-lte/N49968385A/p/?o=c73081e6c052d4df
Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - KEYone Black Special Edition 4GB RAM 64GB 4G LTE,,Android 7.0/7.1(Nougat),39,Qualcomm MSM8953 Snapdragon 625,4 GB,1190.0,64 GB,https://www.noon.com/uae-en/renewed-keyone-black-special-edition-4gb-ram-64gb-4g-lte/N37602653A/p/?o=a04c0af537e59e8c
Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 7 Plus With FaceTime Black 128GB 4G LTE,475.0,iOS 10,39,Apple,3 GB,520.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-7-plus-with-facetime-black-128gb-4g-lte/N37984558A/p/?o=c9b34b432ac9ee8e
Black,AED,,Renewed - Galaxy S22 Ultra Single SIM Black 12GB RAM 256GB 5G - International Version,,,39,,12 GB,1980.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-s22-ultra-single-sim-black-12gb-ram-256gb-5g-international-version/N70065884V/p/?o=ea32a5b0efb9c29a
Black,AED,,Renewed - Galaxy S21 Ultra Dual SIM Black 12GB RAM 128GB 5G - International Version,,,39,,12 GB,1178.75,128 GB,https://www.noon.com/uae-en/renewed-galaxy-s21-ultra-dual-sim-black-12gb-ram-128gb-5g-international-version/N49566320A/p/?o=c84141332c33faea
Space Grey,AED,https://f.nooncdn.com/p/v1626767606/N49200145A_1.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro Max With FaceTime Space Gray 512GB 4G LTE,,iOS 13,39,Apple,4 GB,1560.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-max-with-facetime-space-gray-512gb-4g-lte/N39564666A/p/?o=a7446777c2bfa84d
Cosmic Gray,AED,,Renewed - Galaxy S20 Dual SIM Cosmic Gray 8GB RAM 128GB 4G LTE - International Version,,,39,,8 GB,845.0,128 GB,https://www.noon.com/uae-en/renewed-galaxy-s20-dual-sim-cosmic-gray-8gb-ram-128gb-4g-lte-international-version/N50385939A/p/?o=b89499ed5156b79d
Midnight Green,AED,https://f.nooncdn.com/p/v1608180404/N37937998A_1.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro With FaceTime Midnight Green 256GB 4G LTE,,iOS 11,39,Apple,4 GB,1251.65,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-midnight-green-256gb-4g-lte/N37937767A/p/?o=e94a966471b365fb
Space Grey,AED,,Renewed - iPhone X With FaceTime Space Grey 64GB 4G LTE,,iOS 11,39,Apple,3 GB,606.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-x-with-facetime-space-grey-64gb-4g-lte/N52985955A/p/?o=f41cd6496ce84cad
Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Refurbished - iPhone 7 Plus With FaceTime Red 128GB 4G LTE,475.0,iOS 10,39,Apple,3 GB,519.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-7-plus-with-facetime-red-128gb-4g-lte/N40511623A/p/?o=dd3eac8dc7d54f8f
Midnight Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 11 Pro Max With Facetime Green 256GB 4G LTE,,,39,Apple,4 GB,1370.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-max-with-facetime-green-256gb-4g-lte/N49935160A/p/?o=e8ad0df6ce3097ef
Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 With Facetime 64GB Purple 5G,,iOS 14,39,Apple,4 GB,1099.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-12-with-facetime-64gb-purple-5g/N51554960A/p/?o=a33e6f7e6059b0cd
Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 11 Pro With FaceTime Gold 512GB 4G LTE,,iOS 13,39,Apple,4 GB,1301.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-gold-512gb-4g-lte/N50397633A/p/?o=cbdbc858525e130a
Blue,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 512GB Blue 5G With Facetime,,,39,Apple,4 GB,1860.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-13-512gb-blue-5g-with-facetime/N53352357A/p/?o=cb4d0e466250847d
Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XS Max With Facetime Gold 512GB 4G LTE,,,39,Bionic,4 GB,966.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-xs-max-with-facetime-gold-512gb-4g-lte/N37846051A/p/?o=f87b318e8fa73c2b
Red,AED,https://f.nooncdn.com/p/pnsku/N51784675A/45/_/1724240920/1be91817-2e89-4d07-8efe-50c941642992.jpg?format=jpg&width=240,Refurbished - iPhone 12 Mini With Facetime 128GB Red 5G,,,39,A14 Bionic,4 GB,992.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-12-mini-with-facetime-128gb-red-5g/N51784806A/p/?o=a296fe6fb617fe2c
Sierra Blue,AED,,Refurbished - iPhone 13 Pro 256GB Sierra Blue 5G With Facetime,,iOS 15,39,Apple,6 GB,2235.85,256 GB,https://www.noon.com/uae-en/refurbished-iphone-13-pro-256gb-sierra-blue-5g-with-facetime/N53427617A/p/?o=a1696e103ff0ed8c
Silver,AED,https://f.nooncdn.com/p/v1604822150/N41770107A_1.jpg?format=jpg&width=240,Refurbished - iPhone 11 Pro Max With FaceTime Silver 256GB 4G LTE,,,39,Apple,4 GB,1837.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-11-pro-max-with-facetime-silver-256gb-4g-lte/N41770108A/p/?o=db9be71bba1af52c
(PRODUCT) Red,AED,,Refurbished - iPhone XR With FaceTime Red 128GB 4G LTE,706.0,,39,Apple,3 GB,800.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-xr-with-facetime-red-128gb-4g-lte/N41769915A/p/?o=ec5f8c0e1076c43b
Graphite,AED,https://f.nooncdn.com/p/pnsku/N51784851A/45/_/1724314673/bfd0de05-9bee-40a5-ada2-3fadd77ae22b.jpg?format=jpg&width=240,Refurbished - iPhone 12 Pro Max With Facetime 512GB Graphite 5G,1974.0,,39,A14 Bionic,6 GB,2100.0,512 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-max-with-facetime-512gb-graphite-5g/N51784854A/p/?o=b30252311914d5cc
Gold,AED,https://f.nooncdn.com/p/pnsku/N53352308A/45/_/1724172042/fc1fb8c0-43c7-4097-b4fc-82281b22657e.jpg?format=jpg&width=240,Renewed - iPhone 13 Pro 1TB Gold 5G With FaceTime,,,39,Apple,6 GB,2645.0,1 TB,https://www.noon.com/uae-en/renewed-iphone-13-pro-1tb-gold-5g-with-facetime/N53328624A/p/?o=cb5d9baf5a6ea69f
Space Gray,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Refurbished - iPhone X With FaceTime Space Grey 64GB 4G LTE,,,39,Apple,3 GB,626.65,64 GB,https://www.noon.com/uae-en/refurbished-iphone-x-with-facetime-space-grey-64gb-4g-lte/N40029744A/p/?o=f41dbb66fa6e707e
Midnight Green,AED,,Renewed - iPhone 11 Pro With FaceTime Midnight Green 256GB 4G LTE,1072.0,iOS 13,39,Apple,4 GB,1158.95,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-midnight-green-256gb-4g-lte/N37935407A/p/?o=a84c2938cdd4a74a
Midnight Green,AED,,Renewed - iPhone 11 Pro With FaceTime Midnight Green 256GB 4G LTE,,iOS 13,39,Apple,4 GB,1108.4,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-midnight-green-256gb-4g-lte/N37936932A/p/?o=ceed538aaeb908fb
Silver,AED,,Renewed - iPhone 14 Pro Max 128GB Silver 5G With FaceTime,2899.0,,39,Apple,6 GB,3199.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-128gb-silver-5g-with-facetime/N53431335A/p/?o=c27328f617cb5ffb
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 8 Plus With FaceTime Silver 64GB 4G LTE,490.0,iOS 11,39,Apple,3 GB,564.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-8-plus-with-facetime-silver-64gb-4g-lte/N37984464A/p/?o=fbb7544fc73026bc
Space Grey,AED,https://f.nooncdn.com/p/pnsku/N70095754V/45/_/1721982706/df50a090-b6a4-4b6f-9178-7de9b251d6b1.jpg?format=jpg&width=240,Renewed - iPhone 14 Pro Max 256GB Space Grey 5G With FaceTime,,iOS 16,39,Apple,6 GB,3114.95,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-256gb-space-grey-5g-with-facetime/N70095715V/p/?o=a224d08531cebb9c
Black,AED,https://f.nooncdn.com/p/pnsku/N51784675A/45/_/1724240920/1be91817-2e89-4d07-8efe-50c941642992.jpg?format=jpg&width=240,Refurbished - iPhone 12 Mini With Facetime 128GB Black 5G,,,39,A14 Bionic,4 GB,992.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-12-mini-with-facetime-128gb-black-5g/N51784675A/p/?o=c2ac5980f40b2e3f
Gold,AED,https://f.nooncdn.com/p/pnsku/N51784844A/45/_/1724314746/9d791bb8-392b-4b17-b2cb-f55bfe26dcf0.jpg?format=jpg&width=240,Refurbished - iPhone 12 Pro Max With Facetime 128GB Gold 5G,,,39,A14 Bionic,6 GB,1985.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-max-with-facetime-128gb-gold-5g/N51784844A/p/?o=d544a813be60cd5f
Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XS With FaceTime Gold 256GB 4G LTE,,,39,Apple,4 GB,762.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-xs-with-facetime-gold-256gb-4g-lte/N37846030A/p/?o=a43b40a9f68fe7fa
(Product)Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XR With Facetime Red 128GB 4G LTE,,,39,,3 GB,780.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-red-128gb-4g-lte/N39923650A/p/?o=bc4f8222d6c3c03b
Gold,AED,,Renewed - iPhone 11 Pro With FaceTime Gold 64GB 4G LTE,,,39,Apple,4 GB,1068.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-gold-64gb-4g-lte/N53422604A/p/?o=af7d949fd33e17bf
Black,AED,,Renewed - iPhone XR With Facetime Black 256GB 4G LTE,,,39,Bionic,3 GB,930.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-black-256gb-4g-lte/N42341433A/p/?o=efea10bb2f6865ca
Silver,AED,https://f.nooncdn.com/p/pnsku/N70095725V/45/_/1721979090/d85038db-f488-411f-ab19-db46a2dd6ffe.jpg?format=jpg&width=240,Renewed - iPhone 14 Pro 256GB Silver 5G With FaceTime,2799.0,iOS 16,39,Apple,6 GB,2999.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-256gb-silver-5g-with-facetime/N70095726V/p/?o=a8979d346ccdca5f
Lake Green,AED,,Renewed - A31 Dual SIM Lake Green 4GB RAM 128GB 4G LTE,,,39,MediaTek,4 GB,264.95,128 GB,https://www.noon.com/uae-en/renewed-a31-dual-sim-lake-green-4gb-ram-128gb-4g-lte/N49966898A/p/?o=c6806a6037d0350b
Silver,AED,,Renewed - iPhone Xs With FaceTime Silver 512GB 4G LTE,,,39,Apple,4 GB,852.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-xs-with-facetime-silver-512gb-4g-lte/N42341431A/p/?o=dbf7cb27f4c81b0d
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Refurbished - iPhone 8 Plus With FaceTime White 64GB 4G LTE,525.0,iOS 11,39,Apple,3 GB,680.0,64 GB,https://www.noon.com/uae-en/refurbished-iphone-8-plus-with-facetime-white-64gb-4g-lte/N39696429A/p/?o=f07b397d11ffd2ac
Space Grey,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XS Max With FaceTime Space Grey 256GB 4G LTE,,,39,,4 GB,904.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-xs-max-with-facetime-space-grey-256gb-4g-lte/N37935694A/p/?o=f20a71cafb0c08af
Yellow,AED,https://f.nooncdn.com/p/pnsku/N53431254A/45/_/1724167583/274f7b20-e3ac-4638-8e88-5b57946723e4.jpg?format=jpg&width=240,Renewed - iPhone 14 256GB Yellow 5G With FaceTime,,iOS 16,39,Apple,6 GB,2150.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-256gb-yellow-5g-with-facetime/N53431238A/p/?o=d7a5537b42ad114e
Black,AED,,Galaxy S21 Ultra Dual Sim 5G Phantom Black 128Gb Ram 12Gb - Renewed,910.0,Android 11,39,Samsung Exynos,12 GB,1105.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-5g-phantom-black-128gb-ram-12gb-renewed/N70021581V/p/?o=d6d7e782e4aaadac
Silver,AED,https://f.nooncdn.com/p/pnsku/N70095728V/45/_/1721979111/ec740c8e-94be-4004-9039-190606e5851b.jpg?format=jpg&width=240,Renewed - iPhone 14 Pro 128GB 5G Silver With FaceTime,2799.0,iOS 16,39,Apple,6 GB,2999.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-128gb-5g-silver-with-facetime/N70095757V/p/?o=cd7cdd22e68399fb
Silver,AED,https://f.nooncdn.com/p/v1624254348/N48431020A_1.jpg?format=jpg&width=240,Renewed - iPhone XS With Facetime Silver 64GB 4G LTE,,,39,Bionic,4 GB,738.15,64 GB,https://www.noon.com/uae-en/renewed-iphone-xs-with-facetime-silver-64gb-4g-lte/N37949735A/p/?o=f01340b3df6f228e
Black,AED,,Renewed - iPhone SE 2020 (2nd-Gen) With Facetime Black 256GB 4G LTE-,,,39,Bionic,3 GB,595.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-se-2020-2nd-gen-with-facetime-black-256gb-4g-lte/N50385936A/p/?o=a710f784f5ed029a
Silver,AED,https://f.nooncdn.com/p/pnsku/N70095753V/45/_/1721982706/9209f551-ca63-49cf-81f7-1978ad6fbafb.jpg?format=jpg&width=240,Renewed - iPhone 14 Pro Max 128GB Space Grey 5G With FaceTime,2999.0,iOS 16,39,Apple,6 GB,3199.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-128gb-space-grey-5g-with-facetime/N70095717V/p/?o=e0f2b44a63bfddbc
Gold,AED,https://f.nooncdn.com/p/pnsku/N70095753V/45/_/1721982706/9209f551-ca63-49cf-81f7-1978ad6fbafb.jpg?format=jpg&width=240,Renewed - iPhone 14 Pro Max 128GB Gold 5G With FaceTime,,iOS 16,39,Apple,6 GB,3010.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-128gb-gold-5g-with-facetime/N70095719V/p/?o=b0820629f4759a9a
Green,AED,,Renewed - Galaxy S22 Ultra Dual SIM  Green 12GB RAM 256GB 5G - International Version,1980.0,Android 12,39,,12 GB,5099.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-s22-ultra-dual-sim-green-12gb-ram-256gb-5g-international-version/N70025164V/p/?o=b44d0321fedb88da
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 8 Plus With FaceTime Silver 256GB 4G LTE,,iOS 11,39,Apple,3 GB,649.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-8-plus-with-facetime-silver-256gb-4g-lte/N37984462A/p/?o=cc20626546afd5ac
Black,AED,,Renewed - KEYone Black Special Edition 4GB RAM 64GB 4G LTE,,Android 7.0/7.1(Nougat),39,Qualcomm MSM8953 Snapdragon 625,4 GB,1099.0,64 GB,https://www.noon.com/uae-en/renewed-keyone-black-special-edition-4gb-ram-64gb-4g-lte/N39948812A/p/?o=cdd518746bc9274b
Pink,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 512GB Pink 5G With Facetime,,,39,Apple,4 GB,1860.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-13-512gb-pink-5g-with-facetime/N53352314A/p/?o=cac3e1457dc717ec
Black,AED,,Refurbished - iPhone XR With Facetime Black 64GB ROM 4G LTE,633.0,,39,Apple,3 GB,746.05,64 GB,https://www.noon.com/uae-en/refurbished-iphone-xr-with-facetime-black-64gb-rom-4g-lte/N39448933A/p/?o=b5f60c05feb559eb
Midnight,AED,https://f.nooncdn.com/p/pnsku/N53431364A/45/_/1724167588/24e731fe-1ba1-484f-b770-816dfd208267.jpg?format=jpg&width=240,Renewed - iPhone 14 Plus 512GB Midnight 5G With FaceTime,,iOS 16,39,Apple,6 GB,2695.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-14-plus-512gb-midnight-5g-with-facetime/N53431364A/p/?o=d35bded6e5d4099c
Red,AED,https://f.nooncdn.com/p/pnsku/N53431285A/45/_/1724167593/09f55648-a88e-4182-8a88-686075216ba1.jpg?format=jpg&width=240,Renewed - iPhone 14 Plus 256GB Red 5G With FaceTime,2249.0,iOS 16,39,Apple,6 GB,2549.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-plus-256gb-red-5g-with-facetime/N53431303A/p/?o=aabf5f3076ffbc5e
Silver,AED,,Renewed - iPhone 8 With FaceTime Silver 128GB 4G LTE,,,39,Apple,2 GB,469.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-8-with-facetime-silver-128gb-4g-lte/N50386510A/p/?o=eb850499bf89db7c
Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Pro With Facetime 512GB Silver 5G,,iOS 14,39,Apple,6 GB,1850.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-with-facetime-512gb-silver-5g/N51141973A/p/?o=cc9359417363443b
Silver,AED,https://f.nooncdn.com/p/pnsku/N53352312A/45/_/1724172040/4f8c5d91-7b03-424d-b736-91962be38918.jpg?format=jpg&width=240,Renewed - iPhone 13 Pro Max 1TB Silver 5G With Facetime,,,39,Apple,6 GB,3042.0,1 TB,https://www.noon.com/uae-en/renewed-iphone-13-pro-max-1tb-silver-5g-with-facetime/N53352306A/p/?o=bedcb06f7952f8ba
Silver,AED,https://f.nooncdn.com/p/v1608805865/N34324412A_1.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro Max With FaceTime Silver 64GB 4G LTE,,iOS 13,39,Apple,4 GB,1160.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-max-with-facetime-silver-64gb-4g-lte/N34324411A/p/?o=c1db554af37e74db
