category,colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
Laptop,Grey,AED,,"Flex 5 Convertible-2-In-1 Laptop With 14-Inch Full HD Display, Ryzen 7 Processer/8GB RAM/512GB SSD/Intel UHD Graphics/Windows 10 English Grey",2999.0,Windows 10,23,,8 GB,3719.0,512 GB,https://www.noon.com/uae-en/flex-5-convertible-2-in-1-laptop-with-14-inch-full-hd-display-ryzen-7-processer-8gb-ram-512gb-ssd-intel-uhd-graphics-windows-10-english-grey/N39788265A/p/?o=a13bc4fe3b022b6d
Laptop,,AED,,Latitude 7280 Laptop With 12.5-Inch/i5 Processor/8 GB RAM/256GB HDD,4000.0,Windows 10,23,,8 GB,4799.0,256 GB,https://www.noon.com/uae-en/latitude-7280-laptop-with-12-5-inch-i5-processor-8-gb-ram-256gb-hdd/N21554405A/p/?o=b5d250be61056c2a
Laptop,Starlight,AED,,"New 2024 MacBook Air 13-inch Display, Apple M3 Chip 8-Core CPU 10-Core GPU Processor/8GB RAM/512GB SSD/Intel UHD Graphics English/Arabic Starlight",5299.0,macOS Monterey,23,,8 GB,7999.0,512 GB,https://www.noon.com/uae-en/new-2024-macbook-air-13-inch-display-apple-m3-chip-8-core-cpu-10-core-gpu-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-english-arabic-starlight/N70062244V/p/?o=d2202a94b3a7408c
Laptop,Black/Gold,AED,,"Spectre X360 Convertible Laptop 2-In-1 With 13.3-Inch Display, Core i7 Processor/16GB RAM/1TB SSD/ NVIDIA GeForce GTX 1650TI Graphics Card WIN 10 Black/Gold",5800.0,Windows 10,23,,16 GB,6999.0,1 TB,https://www.noon.com/uae-en/spectre-x360-convertible-laptop-2-in-1-with-13-3-inch-display-core-i7-processor-16gb-ram-1tb-ssd-nvidia-geforce-gtx-1650ti-graphics-card-win-10-black-gold/N19912458A/p/?o=be23d4cc70370b5e
Laptop,Silver,AED,,"Spin 3 SP313 Convertible 2-In-1 Laptop With 13.3-Inch WQXGA IPS Touch Display, 11th Gen Intel Core i7-1165G7 Processor / 16GB RAM / 512GB SSD / Intel Iris Xe Graphics / English/Arabic Silver",3299.0,Windows 11,23,,16 GB,3959.0,512 GB,https://www.noon.com/uae-en/spin-3-sp313-convertible-2-in-1-laptop-with-13-3-inch-wqxga-ips-touch-display-11th-gen-intel-core-i7-1165g7-processor-16gb-ram-512gb-ssd-intel-iris-xe-graphics-english-arabic-silver/N53345487A/p/?o=e0c9f7df79af6d8d
Laptop,Silver,AED,,"XPS 17 9710 Performance  Ultrabook Laptop With  17 Inch Touch Screen Full HD Display, 11th Gen Intel Core i9-11980HK/ 2TB SSD/ 64 GB RAM/ NVIDIA GeForce RTX 3060 6GB Graphics/ Windows 10 Home /International Version English/Arabic Silver",10999.0,Windows 10 Home,23,,64 GB,20399.0,2 TB,https://www.noon.com/uae-en/xps-17-9710-performance-ultrabook-laptop-with-17-inch-touch-screen-full-hd-display-11th-gen-intel-core-i9-11980hk-2tb-ssd-64-gb-ram-nvidia-geforce-rtx-3060-6gb-graphics-windows-10-home-international-version-english-arabic-silver/N51488980A/p/?o=d9b03e6e6009189b
Laptop,Platinum,AED,,Surface Pro 10 Business Tablet Laptop Intel Core Ultra 7 165U 13 Inch PixelSense Flow Touch 64GB RAM 1TB SSD Win 11 Pro English Platinum,11599.0,Windows 11 Pro,23,,64 GB,12500.0,64 GB,https://www.noon.com/uae-en/surface-pro-10-business-tablet-laptop-intel-core-ultra-7-165u-13-inch-pixelsense-flow-touch-64gb-ram-1tb-ssd-win-11-pro-english-platinum/N70100876V/p/?o=f9e70610d02e602f
Laptop,Silver,AED,,"Inspiron 15 5000 5502 Business Laptop With 15.6-Inch Full HD Full HD Display, Core i7-1165G7 Processer/32GB RAM/1TB SSD/Intel Iris Graphics/Windows 10 /International Version English Silver",3490.0,Windows 10,23,,32 GB,5999.0,1024 GB,https://www.noon.com/uae-en/inspiron-15-5000-5502-business-laptop-with-15-6-inch-full-hd-full-hd-display-core-i7-1165g7-processer-32gb-ram-1tb-ssd-intel-iris-graphics-windows-10-international-version-english-silver/N48863195A/p/?o=a58fe91bb49d01ab
Laptop,Black,AED,,Latitude 7480 Laptop With 14-Inch Full HD Display Intel Core i5 Processor/8GB RAM/256GB SSD/Intel HD Graphics 520/Windows 10/International Version English Black,2790.0,Windows 10,23,,8 GB,5759.0,256 GB,https://www.noon.com/uae-en/latitude-7480-laptop-with-14-inch-full-hd-display-intel-core-i5-processor-8gb-ram-256gb-ssd-intel-hd-graphics-520-windows-10-international-version-english-black/N14163861A/p/?o=f610d4df6b54e9ce
Laptop,Black,AED,,"Legion Y540-15IRH Gaming Laptop With 15.6-Inch Display, Core i7 Processor/16GB RAM/256GB SSD+1TB HDD Hybrid/6GB NVIDIA GeForce GTX 1660Ti Graphics Card Black",6995.0,,23,,16 GB,8399.0,1 TB,https://www.noon.com/uae-en/legion-y540-15irh-gaming-laptop-with-15-6-inch-display-core-i7-processor-16gb-ram-256gb-ssd-1tb-hdd-hybrid-6gb-nvidia-geforce-gtx-1660ti-graphics-card-black/N39811773A/p/?o=e01531ee94aac5cd
Laptop,Silver,AED,,XPS 13 9310 13.4 Inches 4K+ Thin and Light Ultrabook Touchscreen 11th Gen Intel Core i7-1185G7/32GB RAM/1TB SSD/Intel Iris Xe Graphics/Windows 10 Home/International Version English/Arabic Silver,4980.0,Windows 10 Home,23,,32 GB,11028.0,1 TB,https://www.noon.com/uae-en/xps-13-9310-13-4-inches-4k-thin-and-light-ultrabook-touchscreen-11th-gen-intel-core-i7-1185g7-32gb-ram-1tb-ssd-intel-iris-xe-graphics-windows-10-home-international-version-english-arabic-silver/N48484968A/p/?o=f11ad216e70abddc
Laptop,Nightfall Black,AED,,"Spectre 2-in-1 Laptop X360 14-ef2013dx With 13.5-Inch Display, Core i7-1355U Processor/16GB DDR4 RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 English Nightfall Black",4199.0,Windows 11 Home,23,,16 GB,4698.0,512 GB,https://www.noon.com/uae-en/spectre-2-in-1-laptop-x360-14-ef2013dx-with-13-5-inch-display-core-i7-1355u-processor-16gb-ddr4-ram-512gb-ssd-intel-iris-xe-graphics-windows-11-english-nightfall-black/N53405511A/p/?o=a251a8c19301f2ce
Laptop,Black,AED,,"Latitude E7300 With 13.3-Inch Full HD Display, Corei7 Processor/16GB RAM/512GB SSD/Integrated Graphics/Windows 10/International Version With Bag English Black",2290.0,Windows 10,23,,16 GB,7919.0,512 GB,https://www.noon.com/uae-en/latitude-e7300-with-13-3-inch-full-hd-display-corei7-processor-16gb-ram-512gb-ssd-integrated-graphics-windows-10-international-version-with-bag-english-black/N32541099A/p/?o=fb21afd9429474aa
Laptop,Platinum,AED,,"Surface Laptop 5 With 13.5-Inch Display, Core i5-1235U Processor/8GB RAM/256GB SSD/Integrated Graphics/Windows 11 English Platinum",4000.0,Windows 11 Home,23,,8 GB,4799.0,256 GB,https://www.noon.com/uae-en/surface-laptop-5-with-13-5-inch-display-core-i5-1235u-processor-8gb-ram-256gb-ssd-integrated-graphics-windows-11-english-platinum/N70038264V/p/?o=de663f338d63b67f
Laptop,Black,AED,,Latitude 5480 Laptop With 14-Inch Full HD Display Intel Core i7 Processor/8GB RAM/1TB HDD/Intel HD Graphics 620/Windows 10/International Version English Black,6000.0,Windows 10,23,,8 GB,7200.0,1 TB,https://www.noon.com/uae-en/latitude-5480-laptop-with-14-inch-full-hd-display-intel-core-i7-processor-8gb-ram-1tb-hdd-intel-hd-graphics-620-windows-10-international-version-english-black/N12529319A/p/?o=addefd61383769ed
Laptop,Silver,AED,,"XPS 15 9510 Laptop With 15.6-Inch Display, Core i9-11900H Processor/32GB RAM/1TB SSD/4GB NVIDIA GeForce RTX 3050Ti Graphics Card/Windows 11 Home English/Arabic Silver",6990.0,Windows 11 Home,23,,32 GB,9339.0,1 TB,https://www.noon.com/uae-en/xps-15-9510-laptop-with-15-6-inch-display-core-i9-11900h-processor-32gb-ram-1tb-ssd-4gb-nvidia-geforce-rtx-3050ti-graphics-card-windows-11-home-english-arabic-silver/N70054389V/p/?o=b80b3a21dc236e5b
Laptop,Black,AED,,"G16 7620 Gaming Laptop With 16-Inch Display, Core i9 Processor/32GB RAM/1TB SSD/8GB Nvidia Geforce RTX 3070 Ti Graphics Card/Windows 11 Pro English/Arabic Black",,Windows 11 Pro,23,,32 GB,10575.0,1 TB,https://www.noon.com/uae-en/g16-7620-gaming-laptop-with-16-inch-display-core-i9-processor-32gb-ram-1tb-ssd-8gb-nvidia-geforce-rtx-3070-ti-graphics-card-windows-11-pro-english-arabic-black/N70054393V/p/?o=af42802973df562a
Laptop,Grey,AED,,"Latitude 9000 9430 Laptop With 14-Inch Display, Core i7-1265U Processor/32GB RAM512GB SSD/Intel Iris XE Graphics/Windows 10 Pro English Grey",4999.0,Windows 10 Pro,23,,32 GB,6359.0,512 GB,https://www.noon.com/uae-en/latitude-9000-9430-laptop-with-14-inch-display-core-i7-1265u-processor-32gb-ram512gb-ssd-intel-iris-xe-graphics-windows-10-pro-english-grey/N53435307A/p/?o=ba9bebeb2e9570ac
Mobile,Gold,AED,,Renewed - iPhone 11 Pro Max With FaceTime 256GB 4G LTE,,,22,Apple,4 GB,1390.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-max-with-facetime-256gb-4g-lte/N37936489A/p/?o=c2a95cc8cb4f27fd
Mobile,Midnight Black,AED,,Redmi 13C Dual Sim Midnight Black 8Gb Ram 256Gb 5G - Indian Version,,,22,,8 GB,539.0,256 GB,https://www.noon.com/uae-en/redmi-13c-dual-sim-midnight-black-8gb-ram-256gb-5g-indian-version/N70050259V/p/?o=c142734eb48e608a
Mobile,Prism Black,AED,https://f.nooncdn.com/p/v1550745976/N21477787A_1.jpg?format=jpg&width=240,Galaxy S10 Dual SIM Prism Black 8GB RAM 128GB 4G LTE,755.0,Android 9(Pie),22,,8 GB,3199.0,128 GB,https://www.noon.com/uae-en/galaxy-s10-dual-sim-prism-black-8gb-ram-128gb-4g-lte/N21477787A/p/?o=d9084f4ff787b41f
Mobile,Blue,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XR With FaceTime Blue 128GB 4G LTE,,,22,Apple,3 GB,770.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-blue-128gb-4g-lte/N37938116A/p/?o=a0b54ab24204abce
Mobile,Cyclone Transparent Black,AED,https://f.nooncdn.com/p/pnsku/N70034532V/45/_/1704197846/f11adcc8-6ad7-41d2-89db-1fe33394cc00.jpg?format=jpg&width=240,Nubia Red Magic 9 Pro Dual SIM Cyclone Transparent Black 16GB RAM 512GB 5G - International Version,,Android 14,22,Qualcomm Snapdragon,16 GB,3355.0,512 GB,https://www.noon.com/uae-en/nubia-red-magic-9-pro-dual-sim-cyclone-transparent-black-16gb-ram-512gb-5g-international-version/N70034530V/p/?o=ea4e0ed2a599390e
Mobile,Mystic Gray,AED,,Galaxy Note20 Dual SIM Mystic Gray 8GB RAM 256GB 5G - International Version,849.0,Android 10(Q),22,,8 GB,3949.0,256 GB,https://www.noon.com/uae-en/galaxy-note20-dual-sim-mystic-gray-8gb-ram-256gb-5g-international-version/N39593510A/p/?o=e3df5a71c9773f4c
Mobile,(Product)Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XR With Facetime Red 128GB 4G LTE,,,22,,3 GB,780.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-red-128gb-4g-lte/N39923650A/p/?o=bc4f8222d6c3c03b
Mobile,Dark green,AED,,6300 4G,159.55,,22,Qualcomm Snapdragon,512 MB,399.0,4 GB,https://www.noon.com/uae-en/6300-4g/N44635205A/p/?o=db6e77a029b1a7ba
Mobile,SILVER,AED,,Galaxy M34 Dual Sim Silver 8Gb Ram 128Gb 5G - International Version,,Android 13,22,,8 GB,799.0,128 GB,https://www.noon.com/uae-en/galaxy-m34-dual-sim-silver-8gb-ram-128gb-5g-international-version/N70050653V/p/?o=e2d76ac211c1506f
Mobile,GREEN,AED,,Galaxy S22 Ultra Dual Dim Esim Physical Green 8GB RAM 128GB 5G International Version,,Android 12,22,,8 GB,1640.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-dim-esim-physical-green-8gb-ram-128gb-5g-international-version/N70017475V/p/?o=b2e98af81be8d28e
Mobile,Cream,AED,https://f.nooncdn.com/p/v1690474729/N53418080A_1.jpg?format=jpg&width=240,Galaxy Z Fold 5 Dual SIM Cream 12GB RAM 1TB 5G - Middle East Version,3870.0,,22,,12 GB,5949.0,1 TB,https://www.noon.com/uae-en/galaxy-z-fold-5-dual-sim-cream-12gb-ram-1tb-5g-middle-east-version/N53418080A/p/?o=b2be9380c6fd959d
Mobile,Green,AED,,Galaxy S22 Ultra 256GB 12GB Ram 5G Green,,,22,Qualcomm Snapdragon,12 GB,1610.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-256gb-12gb-ram-5g-green/N52553180A/p/?o=fd68c939aab9b90a
Mobile,Green,AED,,Galaxy S22  Dual SIM Green 8GB RAM 128GB 5G - International Version,,,22,,8 GB,1270.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-dual-sim-green-8gb-ram-128gb-5g-international-version/N52605122A/p/?o=fa31199d5aad0dbc
Mobile,White,AED,,"14 Ultra Smartphone 16Gb+512Gb With Photo Graphic Kit - Android 14, Snapdragon 8 Gen 3 Octa Core, Touch ID, IP68, White - Chinese Version",4030.0,,22,,16 GB,5099.0,512 GB,https://www.noon.com/uae-en/14-ultra-smartphone-16gb-512gb-with-photo-graphic-kit-android-14-snapdragon-8-gen-3-octa-core-touch-id-ip68-white-chinese-version/N70057715V/p/?o=b85f432988175d3a
Mobile,(Product) Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone SE 2020 (2ndgen) With Facetime 64GB Red,,,22,,3 GB,528.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-se-2020-2ndgen-with-facetime-64gb-red/N40718257A/p/?o=f901544dc901985d
Mobile,Violet,AED,,Renewed - Galaxy S21 Plus Phantom Violet 8GB RAM 128GB 5G,849.0,,22,,8 GB,999.0,128 GB,https://www.noon.com/uae-en/renewed-galaxy-s21-plus-phantom-violet-8gb-ram-128gb-5g/N50626830A/p/?o=c0fba3438e5ed24e
Mobile,Marine Green,AED,,A9 (2020) Dual SIM Marine Green 128GB 4GB RAM 4G LTE,,Android 9(Pie),22,Qualcomm Snapdragon,4 GB,499.0,128 GB,https://www.noon.com/uae-en/a9-2020-dual-sim-marine-green-128gb-4gb-ram-4g-lte/N30441958A/p/?o=a66170631eafc59d
Mobile,,AED,,OPO Flip Phone in Black,,,22,,,235.0,,https://www.noon.com/uae-en/opo-flip-phone-in-black/Z929723076496553BDD4EZ/p/?o=z929723076496553bdd4ez-1
Mobile,Silver,AED,https://f.nooncdn.com/p/pnsku/N51809975A/45/_/1724314728/01d88b41-fa6e-437d-a79c-463cd4bb0602.jpg?format=jpg&width=240,Refurbished - iPhone 12 Pro Max With Facetime 256GB Silver 5G,,,22,A14 Bionic,6 GB,1896.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-max-with-facetime-256gb-silver-5g/N51784849A/p/?o=adec00bf13f99acf
Mobile,Gold,AED,,Renewed - iPhone 11 Pro With Facetime Gold 256GB 4G LTE -,1199.0,,22,Apple,4 GB,3399.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-gold-256gb-4g-lte/N50397640A/p/?o=ffe790693839a33e
Mobile,Coral,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone XR With FaceTime Coral 128GB 4G LTE,,,22,Bionic,3 GB,753.5,128 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-coral-128gb-4g-lte/N37846319A/p/?o=f56043ebed5fdd8f
Mobile,Space Black,AED,https://f.nooncdn.com/p/pnsku/N53431284A/45/_/1724154129/5d5722c3-393d-4703-ba72-48f8a0297a8d.jpg?format=jpg&width=240,Renewed - iPhone 14 Pro Max 512GB Space Black 5G With FaceTime,,iOS 16,22,Apple,6 GB,3797.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-512gb-space-black-5g-with-facetime/N53431298A/p/?o=a702d49a355f7e7b
Mobile,Sonic Black,AED,https://f.nooncdn.com/p/v1678707161/N53391439A_1.jpg?format=jpg&width=240,11R 5G Dual Sim Sonic Black 16GB RAM 256GB - International version,1289.0,,22,Qualcomm Snapdragon,16 GB,1999.0,256 GB,https://www.noon.com/uae-en/11r-5g-dual-sim-sonic-black-16gb-ram-256gb-international-version/N53391421A/p/?o=acfb3b2ef69361ac
Mobile,Navy Blue,AED,,Redmi 13C Dual Sim Navy Blue 6Gb Ram 128Gb 4G -Global Version,,Android 13,22,,6 GB,400.0,128 GB,https://www.noon.com/uae-en/redmi-13c-dual-sim-navy-blue-6gb-ram-128gb-4g-global-version/N70035790V/p/?o=f60ac13dcce4c1dd
Mobile,Mystery Black,AED,https://f.nooncdn.com/p/pnsku/N70038170V/45/_/1705414913/0208ecde-2ff9-46e0-807f-88c477d663a7.jpg?format=jpg&width=240,A79 Dual SIM Mystery Black 8GB RAM 128GB 5G - International Version,925.0,Android 13,22,MediaTek Dimensity,8 MB,1499.0,128 GB,https://www.noon.com/uae-en/a79-dual-sim-mystery-black-8gb-ram-128gb-5g-international-version/N70038171V/p/?o=ea8ff4bcf86783fc
Mobile,,AED,,24K GOLD CUSTOMIZED IPHONE 15 PRO MAX LION MONARCH,,iOS 17,22,,,8499.0,256 GB,https://www.noon.com/uae-en/24k-gold-customized-iphone-15-pro-max-lion-monarch/ZE38359DAE2B6D6869F7BZ/p/?o=ze38359dae2b6d6869f7bz-1
Mobile,Midnight Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 11 Pro With FaceTime Midnight Green 256GB 4G LTE,1199.0,,22,Apple,4 GB,4599.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-midnight-green-256gb-4g-lte/N52190343A/p/?o=f126af389b0a3cbb
Mobile,Graphite,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Pro With Facetime 512GB Graphite 5G,,iOS 14,22,Apple,6 GB,1850.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-with-facetime-512gb-graphite-5g/N51141972A/p/?o=bd0591d4384fdebe
Mobile,Glowing Black,AED,,A57 Dual Sim Glowing Black 4GB RAM 64GB 4G- Middle East Version,263.0,,22,MediaTek MT Series,4 GB,629.0,64 GB,https://www.noon.com/uae-en/a57-dual-sim-glowing-black-4gb-ram-64gb-4g-middle-east-version/N53337015A/p/?o=f4f2c082c88cdb6a
Mobile,Burgundy,AED,,Galaxy S22 Ultra Dual Sim Burgundy 12GB RAM 256GB 5G International Version,,Android 12,22,,12 GB,1779.0,256 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-burgundy-12gb-ram-256gb-5g-international-version/N70017494V/p/?o=b1754cabbf6a97bd
Mobile,Gold,AED,,Renewed - iPhone 11 Pro With FaceTime Gold 64GB 4G LTE,979.0,,22,Apple,4 GB,1160.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-gold-64gb-4g-lte/N38977451A/p/?o=ac3ab3d5277b740b
Mobile,Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 11 With FaceTime Purple 256GB 4G LTE,934.0,,22,Apple,4 GB,999.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-with-facetime-purple-256gb-4g-lte/N52190345A/p/?o=a4571ca7fbd8fb9b
Mobile,Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 7 With FaceTime Black 128GB 4G LTE,370.0,iOS 10,22,A10 Fusion,2 GB,440.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-7-with-facetime-black-128gb-4g-lte/N37936572A/p/?o=e8c23306e7c26f4d
Mobile,Space Grey,AED,,Renewed - iPhone Xs With Facetime Space Grey 512GB 4G LTE,,,22,Apple,4 GB,865.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-xs-with-facetime-space-grey-512gb-4g-lte/N42341430A/p/?o=eaa264bfd254af8d
Mobile,Black,AED,,Galaxy S21 Ultra Dual Sim 5G Phantom Black 128Gb Ram 12Gb - Renewed,910.0,Android 11,22,Samsung Exynos,12 GB,1105.0,128 GB,https://www.noon.com/uae-en/galaxy-s21-ultra-dual-sim-5g-phantom-black-128gb-ram-12gb-renewed/N70021581V/p/?o=d6d7e782e4aaadac
Mobile,Titanium Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S24 Ultra Single+eSIM Titanium Black 12GB RAM 256GB 5G - International Version,,,22,Qualcomm Snapdragon,12 GB,3400.0,256 GB,https://www.noon.com/uae-en/galaxy-s24-ultra-single-esim-titanium-black-12gb-ram-256gb-5g-international-version/N70086791V/p/?o=c88c439eae2fc89d
Mobile,Charcoal,AED,,3310 Dual SIM Charcoal 64MB RAM 128MB 3G,74.45,,22,,256 MB,299.0,128 MB,https://www.noon.com/uae-en/3310-dual-sim-charcoal-64mb-ram-128mb-3g/N14073078A/p/?o=eee3fe9ab07aeebf
Mobile,Space Grey,AED,,Renewed - iPhone X With FaceTime Space Grey 256GB 4G LTE,,iOS 11,22,Apple,3 GB,666.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-x-with-facetime-space-grey-256gb-4g-lte/N39965145A/p/?o=e58a782fe29c3dcd
Mobile,Graphite,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Pro Max With Facetime 128GB Graphite 5G,,iOS 14,22,Apple,6 GB,1750.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-max-with-facetime-128gb-graphite-5g/N44297899A/p/?o=b255c299167d377c
Mobile,Space Grey,AED,https://f.nooncdn.com/p/pnsku/N37936331A/45/_/1724323978/7869e494-2745-4abb-9275-5e1358778135.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro Max With FaceTime Space Gray 256GB 4G LTE,,iOS 13,22,Apple,4 GB,1427.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-max-with-facetime-space-gray-256gb-4g-lte/N39158978A/p/?o=a053fdc8c8e3c6fa
Mobile,Black,AED,,Redmi Note 12R 5G (8GB RAM+128GB ROM)_Black,,Android 13,22,Cortex,8 GB,478.0,128 GB,https://www.noon.com/uae-en/redmi-note-12r-5g-8gb-ram-128gb-rom-black/N70071909V/p/?o=a373eea5f9802a0b
Mobile,blue,AED,https://f.nooncdn.com/p/pnsku/N70044680V/45/_/1707276708/051f142e-5c27-4271-a9e5-68723995e6eb.jpg?format=jpg&width=240,Galaxy A15 Dual Sim Light Blue 8Gb Ram 256Gb 5G Indian Version,674.0,Android 14,22,Samsung Exynos 7,8 GB,799.0,256 GB,https://www.noon.com/uae-en/galaxy-a15-dual-sim-light-blue-8gb-ram-256gb-5g-indian-version/N70035914V/p/?o=a49e15815ffba79c
Mobile,Space Grey,AED,https://f.nooncdn.com/p/v1633492612/N43289041A_1.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro With FaceTime Space Gray 512GB 4G LTE,,iOS 13,22,Apple,4 GB,1398.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-space-gray-512gb-4g-lte/N38574806A/p/?o=df2e75a6f0a9045a
Mobile,Mystic Black,AED,,Renewed - Galaxy Note20 Ultra Mystic Black 12GB RAM 128GB 5G,,Android 4.4(KitKat),22,Snapdragon,12 GB,1645.0,128 GB,https://www.noon.com/uae-en/renewed-galaxy-note20-ultra-mystic-black-12gb-ram-128gb-5g/N53426441A/p/?o=a43c703278a4fe2a
Mobile,Black,AED,,Renewed - Galaxy S21 Ultra Dual Sim Black 16GB RAM 512GB 5G - International Version,1399.0,,22,,16 GB,1499.0,512 GB,https://www.noon.com/uae-en/renewed-galaxy-s21-ultra-dual-sim-black-16gb-ram-512gb-5g-international-version/N49968025A/p/?o=dd8bb7c1c2386ade
Mobile,Green,AED,https://f.nooncdn.com/p/v1653053754/N52604904A_1.jpg?format=jpg&width=240,Galaxy S22 Ultra Dual SIM  Green 8GB RAM 128GB 5G - International Version,,,22,,8 GB,1599.0,128 GB,https://www.noon.com/uae-en/galaxy-s22-ultra-dual-sim-green-8gb-ram-128gb-5g-international-version/N52607145A/p/?o=ba743563cd41162d
Mobile,Purist Blue,AED,,Y20s G Dual Sim Purist Blue 8GB RAM 128GB 4G LTE- International Version,,,22,,8 GB,499.95,128 GB,https://www.noon.com/uae-en/y20s-g-dual-sim-purist-blue-8gb-ram-128gb-4g-lte-international-version/N70003595V/p/?o=c140e9d2d5842a6e
Mobile,Grey,AED,,Black Shark 5 Dual Sim Grey 8GB RAM 128GB 5G - Global Version,,,22,Qualcomm Snapdragon,8 GB,2479.0,128 GB,https://www.noon.com/uae-en/black-shark-5-dual-sim-grey-8gb-ram-128gb-5g-global-version/N53328587A/p/?o=b51c85534f7be2cd
Mobile,Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 With Facetime 128GB Black 5G,,iOS 14,22,Apple,4 GB,1216.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-12-with-facetime-128gb-black-5g/N43569392A/p/?o=fb751150ef4cef3c
Mobile,Pink,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 Mini 256GB Pink 5G With Facetime,,,22,Apple,4 GB,1648.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-13-mini-256gb-pink-5g-with-facetime/N53352468A/p/?o=a84c7b32f872a84d
Mobile,Silver,AED,,Renewed - iPhone 8 With FaceTime Silver 128GB 4G LTE,,,22,Apple,2 GB,469.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-8-with-facetime-silver-128gb-4g-lte/N50386510A/p/?o=eb850499bf89db7c
Mobile,purple,AED,,"Redmi Note 13 Pro 5G, 8Gb+128Gb, 6.67 Inch MIUI 14 Snapdragon 7s Gen 2 Octa Core 4Nm Up To 2.4GHz, Purple -Indian Version",999.0,Android 13,22,Qualcomm Snapdragon,8 MB,1083.0,128 GB,https://www.noon.com/uae-en/redmi-note-13-pro-5g-8gb-128gb-6-67-inch-miui-14-snapdragon-7s-gen-2-octa-core-4nm-up-to-2-4ghz-purple-indian-version/N70037323V/p/?o=d25f8ecb541cdb4f
Mobile,,AED,,"S23 Pro Super Mini Mobile Small Card Size Phone Android Quad Core Black, Mobile Mini Smartphone Ultra Small Pocket Student Children Men and Women",171.0,,22,,,220.0,,https://www.noon.com/uae-en/s23-pro-super-mini-mobile-small-card-size-phone-android-quad-core-black-mobile-mini-smartphone-ultra-small-pocket-student-children-men-and-women/Z0C36C9DA4FCD51EAD9C8Z/p/?o=z0c36c9da4fcd51ead9c8z-1
Mobile,Space Gray,AED,https://f.nooncdn.com/p/pnsku/N37936554A/45/_/1724323948/158f3db9-120b-4454-8ca5-8c791344be31.jpg?format=jpg&width=240,Renewed - iPhone 11 Pro With FaceTime Space Gray 256GB 4G LTE,,,22,Apple,4 GB,1100.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-with-facetime-space-gray-256gb-4g-lte/N37936381A/p/?o=e4cf8c396485659d
