category,colour,currency,image,name,offer_price,os_version,page_number,processor,ram,regular_price,rom,url
Mobile,Space Grey,AED,,Renewed - iPhone 6 With FaceTime Space Grey 32GB 4G LTE,,iOS 10,38,Apple,1 GB,199.0,32 GB,https://www.noon.com/uae-en/renewed-iphone-6-with-facetime-space-grey-32gb-4g-lte/N32108415A/p/?o=d9c5125f98d8866b
Mobile,Silver,AED,,Refurbished - iPhone X With FaceTime Silver 256GB 4G LTE,603.0,,38,Apple,3 GB,685.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-x-with-facetime-silver-256gb-4g-lte/N39448931A/p/?o=cc009096f293aa3a
Mobile,Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Mini With Facetime 128GB Red 5G,1076.0,iOS 14,38,Apple,4 GB,3209.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-12-mini-with-facetime-128gb-red-5g/N50385792A/p/?o=a0f9febd43273a9c
Mobile,Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Pro With Facetime 128GB Silver 5G,,iOS 14,38,Apple,6 GB,1430.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-with-facetime-128gb-silver-5g/N44796087A/p/?o=e47ebff82a9b758f
Mobile,Black,AED,https://f.nooncdn.com/p/pnsku/N40704632A/45/_/1721651834/643d3474-df27-423b-8cf4-38cfc7744afb.jpg?format=jpg&width=240,Renewed - iPhone SE 2020 - Slim Packing (2nd-gen) 128GB Black,649.0,,38,,3 GB,1909.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-se-2020-slim-packing-2nd-gen-128gb-black/N48760266A/p/?o=cb050325d53b280f
Mobile,Rose Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 7 With FaceTime Rose Gold 32GB 4G LTE,,iOS 10,38,Apple,2 GB,278.0,32 GB,https://www.noon.com/uae-en/renewed-iphone-7-with-facetime-rose-gold-32gb-4g-lte/N32108542A/p/?o=c1f485013a04664d
Mobile,White,AED,,Renewed - iPhone XR With Facetime White 64GB 4G LTE,650.2,,38,Bionic,3 GB,700.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-white-64gb-4g-lte/N39906150A/p/?o=c69427e81865debb
Mobile,Blue,AED,https://f.nooncdn.com/p/pnsku/N51142277A/45/_/1724323978/4764faa4-e71d-40bf-b7d8-d578bee2490f.jpg?format=jpg&width=240,Renewed - iPhone 12 With Facetime 64GB Blue 5G,,iOS 14,38,Apple,4 GB,1080.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-12-with-facetime-64gb-blue-5g/N47373497A/p/?o=a69fc8dcb53de88a
Mobile,White,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 11 White 128GB 4G LTE 2020 - Slim Packing,,iOS 13,38,Apple,4 GB,1035.75,128 GB,https://www.noon.com/uae-en/renewed-iphone-11-white-128gb-4g-lte-2020-slim-packing/N42631229A/p/?o=a25699029e2e832a
Mobile,Silver,AED,,Renewed - Galaxy S22 Ultra Single SIM Silver 12GB RAM 256GB 5G - International Version,,,38,,12 GB,1947.0,256 GB,https://www.noon.com/uae-en/renewed-galaxy-s22-ultra-single-sim-silver-12gb-ram-256gb-5g-international-version/N70065630V/p/?o=ba642656d28f3a8e
Mobile,Silver,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 14 Pro 256GB Silver 5G With FaceTime,2680.0,iOS 16,38,Apple,6 GB,8999.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-256gb-silver-5g-with-facetime/N53431313A/p/?o=f4fddfb5c17ebaaa
Mobile,Deep Purple,AED,,Renewed - iPhone 14 Pro Max 128GB Deep Purple 5G With FaceTime,,,38,Apple,6 GB,3008.95,128 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-128gb-deep-purple-5g-with-facetime/N53431344A/p/?o=e7cc458b4b84947e
Mobile,Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Refurbished - iPhone 12 Pro With Facetime 128GB Gold 5G,,,38,A14 Bionic,6 GB,1331.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-with-facetime-128gb-gold-5g/N51784833A/p/?o=f71edbf4d610389a
Mobile,Silver,AED,,Refurbished- iPhone 12 Pro With FaceTime 256GB Silver 5G,,,38,,1 GB,1620.4,256 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-with-facetime-256gb-silver-5g/N51809956A/p/?o=dfd0846dff18c63d
Mobile,Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 11 Pro Max With FaceTime Gold 64GB 4G LTE,,iOS 13,38,Apple,4 GB,1164.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-11-pro-max-with-facetime-gold-64gb-4g-lte/N34324381A/p/?o=ef486844addf9e7a
Mobile,Gold,AED,,Renewed - iPhone 6 Gold 32GB 4G LTE,,iOS 8,38,,1 GB,200.0,32 GB,https://www.noon.com/uae-en/renewed-iphone-6-gold-32gb-4g-lte/N34890780A/p/?o=ab4b4b80b831c11e
Mobile,Red,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 Mini 128GB Red 5G With Facetime,,,38,Apple,4 GB,1437.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-13-mini-128gb-red-5g-with-facetime/N53352470A/p/?o=ba85746d1baa8e1b
Mobile,Yellow,AED,https://f.nooncdn.com/p/pnsku/N53431254A/45/_/1724167583/274f7b20-e3ac-4638-8e88-5b57946723e4.jpg?format=jpg&width=240,Renewed - iPhone 14 256GB Purple 5G With FaceTime,,iOS 16,38,Apple,6 GB,2048.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-256gb-purple-5g-with-facetime/N53431233A/p/?o=ab32f4a7995e69dc
Mobile,Space Black,AED,,Renewed - iPhone 14 Pro Max 256GB Space Black 5G With FaceTime,,,38,Apple,6 GB,2960.05,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-max-256gb-space-black-5g-with-facetime/N53431215A/p/?o=e0c7c1218c8c77db
Mobile,Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 Mini 128GB Green 5G With Facetime,1437.0,iOS 15,38,Apple,4 GB,2999.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-13-mini-128gb-green-5g-with-facetime/N70046890V/p/?o=b9eeb7faf910e53b
Mobile,,AED,,Renewed - iPhone XR With FaceTime White 64GB 4G LTE - International Version,,,38,,,659.0,,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-white-64gb-4g-lte-international-version/ZA3E9AFD5EC92E1F29E6FZ/p/?o=za3e9afd5ec92e1f29e6fz-1
Mobile,Pacific Blue,AED,https://f.nooncdn.com/p/pnsku/N51784844A/45/_/1724314746/9d791bb8-392b-4b17-b2cb-f55bfe26dcf0.jpg?format=jpg&width=240,Refurbished - iPhone 12 Pro Max With Facetime 128GB Pacific Blue 5G,,,38,Apple,6 GB,1739.0,128 GB,https://www.noon.com/uae-en/refurbished-iphone-12-pro-max-with-facetime-128gb-pacific-blue-5g/N51784845A/p/?o=f13e8cd67368adbc
Mobile,Black,AED,https://f.nooncdn.com/p/pnsku/N50396530A/45/_/1724323999/2aa445ac-acf6-4a92-a912-a64a26faa64a.jpg?format=jpg&width=240,Renewed - iPhone 11 With Facetime Black 64GB 4G LTE,,,38,Apple,4 GB,902.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-11-with-facetime-black-64gb-4g-lte/N50396530A/p/?o=ca11d78231a39d1a
Mobile,Rose Gold,AED,https://f.nooncdn.com/p/v1609223593/N37984463A_1.jpg?format=jpg&width=240,Renewed - iPhone 7 Plus With FaceTime Rose Gold 128GB 4G LTE,,iOS 10,38,Apple,3 GB,475.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-7-plus-with-facetime-rose-gold-128gb-4g-lte/N37936265A/p/?o=dc8cd23b573694fd
Mobile,Silver,AED,,Refurbished - iPhone 13 Pro Max 256GB Silver 5G With Facetime,,iOS 15,38,Apple,6 GB,2645.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-13-pro-max-256gb-silver-5g-with-facetime/N53427616A/p/?o=b224ca2d78ac2f2a
Mobile,Blue,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 256GB Blue 5G With Facetime,,,38,Apple,4 GB,1715.3,256 GB,https://www.noon.com/uae-en/renewed-iphone-13-256gb-blue-5g-with-facetime/N53352336A/p/?o=e203747d79a22ace
Mobile,Silver,AED,https://f.nooncdn.com/p/pnsku/N44796078A/45/_/1724313121/e7180744-ed07-4d7a-97f3-39a5307e1652.jpg?format=jpg&width=240,Renewed - iPhone 12 Pro With FaceTime 256GB Silver 5G,,iOS 14,38,Apple,6 GB,1637.55,256 GB,https://www.noon.com/uae-en/renewed-iphone-12-pro-with-facetime-256gb-silver-5g/N47019518A/p/?o=df634849c64340ea
Mobile,Red,AED,https://f.nooncdn.com/p/pnsku/N50385878A/45/_/1724239616/40a16698-d4f9-4add-8072-38b035637f13.jpg?format=jpg&width=240,Renewed - iPhone 12 Mini With Facetime 64GB Red 5G,909.0,iOS 14,38,Apple,4 GB,2999.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-12-mini-with-facetime-64gb-red-5g/N50396551A/p/?o=b03697ca508eb49f
Mobile,Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 13 256GB Green 5G With Facetime,,,38,Apple,4 GB,1647.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-13-256gb-green-5g-with-facetime/N53352341A/p/?o=df4b9a0a8a7d2d6e
Mobile,Deep Purple,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 14 Pro 512GB Deep Purple 5G With FaceTime,,iOS 16,38,Apple,6 GB,3396.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-512gb-deep-purple-5g-with-facetime/N53436668A/p/?o=d7a294e67080942e
Mobile,Black,AED,,Renewed - iPhone 11 With Facetime Black 128GB 4G LTE,,,38,Apple,4 GB,973.25,128 GB,https://www.noon.com/uae-en/renewed-iphone-11-with-facetime-black-128gb-4g-lte/N50397749A/p/?o=f02410a21cc9a14b
Mobile,Gold,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 14 Pro 256GB Gold 5G With FaceTime,2680.0,iOS 16,38,Apple,6 GB,9999.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-14-pro-256gb-gold-5g-with-facetime/N53436656A/p/?o=e9b3b90a72e8169a
Mobile,Alpine Green,AED,https://f.nooncdn.com/p/pnsku/N53352313A/45/_/1724152581/9076407a-3a29-48fa-b1d3-dc57a9c14b81.jpg?format=jpg&width=240,Renewed - iPhone 13 Pro max 512GB Alpine Green 5G With Facetime,,,38,Apple,6 GB,2624.0,512 GB,https://www.noon.com/uae-en/renewed-iphone-13-pro-max-512gb-alpine-green-5g-with-facetime/N53352313A/p/?o=a0b62ee9852e43fa
Mobile,White,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Mini With Facetime 64GB White 5G,,,38,A14 Bionic,4 GB,998.0,64 GB,https://www.noon.com/uae-en/renewed-iphone-12-mini-with-facetime-64gb-white-5g/N50385879A/p/?o=ecde6d0ded74560a
Mobile,White,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone 12 Mini With Facetime 128GB White 5G,1018.0,iOS 14,38,Apple,4 GB,1499.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-12-mini-with-facetime-128gb-white-5g/N50385914A/p/?o=edc30120b0bf9c8a
Mobile,Space Grey,AED,,Renewed - iPhone 8 Plus With FaceTime Space Gray 256GB 4G LTE,,iOS 11,38,Apple,3 GB,630.0,256 GB,https://www.noon.com/uae-en/renewed-iphone-8-plus-with-facetime-space-gray-256gb-4g-lte/N37846419A/p/?o=d0dc5a57e2e1eafa
Mobile,Black,AED,,Renewed - iPhone 11 With Facetime Black 128GB 4G LTE,,,38,Apple,4 GB,911.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-11-with-facetime-black-128gb-4g-lte/N50386808A/p/?o=f99955d71e94b5fa
Laptop,Silver,AED,,"Renewed - Macbook Air A1465 (2015) Laptop With 11-Inch Display,Intel Core i5/5th Gen/Dual Core/8GB RAM/256GB SSD/Intel HD/MacOS English Silver",670.0,Mac OS X High Sierra,37,,8 GB,1799.0,256 GB,https://www.noon.com/uae-en/renewed-macbook-air-a1465-2015-laptop-with-11-inch-display-intel-core-i5-5th-gen-dual-core-8gb-ram-256gb-ssd-intel-hd-macos-english-silver/N70112086V/p/?o=dfec9489e309e1cd
Laptop,Black,AED,,"Renewed - Latitude 7250  (2015) Laptop With 12.5-Inch Display, Intel Core i7 Processor/5th Gen/4GB RAM/500GB HDD/Intel HD Graphics Black English Black",1945.0,Windows 10,37,,4 GB,2999.0,500 GB,https://www.noon.com/uae-en/renewed-latitude-7250-2015-laptop-with-12-5-inch-display-intel-core-i7-processor-5th-gen-4gb-ram-500gb-hdd-intel-hd-graphics-black-english-black/N53335019A/p/?o=c0904e9ada14b49a
Laptop,Shadow Black,AED,,"Omen 16 Gaming Laptop 16.1"" QHD 240Hz Display Core i9-14900HX, 32GB, 2TB SSD, NVIDIA GeForce RTX4080 12GB Graphics RGB Backlit Eng Key WIN11, With HyperX Cloud II Core Wireless Headset English Shadow Black",9700.0,Windows 11,37,,32 GB,11999.0,2 TB,https://www.noon.com/uae-en/omen-16-gaming-laptop-16-1-qhd-240hz-display-core-i9-14900hx-32gb-2tb-ssd-nvidia-geforce-rtx4080-12gb-graphics-rgb-backlit-eng-key-win11-with-hyperx-cloud-ii-core-wireless-headset-english-shadow-black/N70108991V/p/?o=b20e3f53d31871ca
Laptop,Transparent,AED,,Click to Buy 6-Piece Helly Rectangular Storage Container Set (6x1800 Ml) Pulses and Provisions Storage,,,37,,,27.6,,https://www.noon.com/uae-en/click-to-buy-6-piece-helly-rectangular-storage-container-set-6x1800-ml-pulses-and-provisions-storage/Z9A2AC585842E3EE9C472Z/p/?o=d7f879d3fe8a0ceb
Mobile,Rhombus,AED,https://f.nooncdn.com/p/pzsku/Z7C7EA39169EDA1504A80Z/45/_/1686819218/c60063bb-a55d-4e31-af33-a594449bfcdf.jpg?format=jpg&width=240,Caviar Luxury 24K Gold Customized iPhone 14 Pro Max Limited Edition 512 GB,10699.0,iOS 16,36,Apple Bionic,6 GB,18000.0,512 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-customized-iphone-14-pro-max-limited-edition-512-gb/Z16E5274CBC6A7CC34CD4Z/p/?o=z16e5274cbc6a7cc34cd4z-1
Mobile,Black,AED,,Nova 3i Dual SIM Black 4GB RAM 128GB 4G LTE,,Android 8.0/8.1(Oreo),36,Hisilicon,4 GB,345.0,128 GB,https://www.noon.com/uae-en/nova-3i-dual-sim-black-4gb-ram-128gb-4g-lte/N22287167A/p/?o=c40941117d37fc4b
Mobile,Space Gray,AED,https://f.nooncdn.com/p/v1611725138/N43885048A_1.jpg?format=jpg&width=240,Refurbished - iPhone 11 Pro With FaceTime Space Gray 64GB 4G LTE,,,36,Apple,4 GB,1165.0,64 GB,https://www.noon.com/uae-en/refurbished-iphone-11-pro-with-facetime-space-gray-64gb-4g-lte/N43885047A/p/?o=eddfac5c0bd570cb
Mobile,Blue,AED,,Galaxy S20 Fe 5G Blue 8GB RAM 128GB 5G,,,36,Qualcomm Snapdragon,8 GB,1339.0,128 GB,https://www.noon.com/uae-en/galaxy-s20-fe-5g-blue-8gb-ram-128gb-5g/N49041190A/p/?o=e32145edb5618eee
Mobile,Gold,AED,https://f.nooncdn.com/p/pnsku/N70003516V/45/_/1695515019/007af885-3105-4f97-9613-13e781090cbf.jpg?format=jpg&width=240,Nova Y71 Dual SIM Gold 8GB RAM 128GB 4G - Middle East Version With Gift Box,499.0,,36,,8 GB,549.0,128 GB,https://www.noon.com/uae-en/nova-y71-dual-sim-gold-8gb-ram-128gb-4g-middle-east-version-with-gift-box/N70003515V/p/?o=c7ffad6f9eaef89e
Mobile,Black,AED,,Magic V2 5G 16GB+512GB Folded Screen Black Chinese Version,,,36,,16 GB,5799.0,512 GB,https://www.noon.com/uae-en/magic-v2-5g-16gb-512gb-folded-screen-black-chinese-version/N70025855V/p/?o=c7cec92b7d84c0ee
Mobile,Purple,AED,,40SE 6GB+256GB TWLT Purple,,,36,,6 GB,649.0,256 GB,https://www.noon.com/uae-en/40se-6gb-256gb-twlt-purple/N53424488A/p/?o=a75925203845103b
Mobile,Icy Blue,AED,,"Galaxy Z Fold5 Folding Phone, Android Smartphone, 12GB RAM, 512GB Storage, Extended Battery Life, High Resolution Camera, Icy Blue",,,36,,12 GB,4650.0,512 GB,https://www.noon.com/uae-en/galaxy-z-fold5-folding-phone-android-smartphone-12gb-ram-512gb-storage-extended-battery-life-high-resolution-camera-icy-blue/N53425895A/p/?o=d54175846467480f
Mobile,Black,AED,,150 Dual SIM Black 128MB GSM,,,36,,128 MB,93.0,128 MB,https://www.noon.com/uae-en/150-dual-sim-black-128mb-gsm/N52516552A/p/?o=fc3cc367227e0bcb
Mobile,Space Grey,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Renewed - iPhone X With FaceTime Space Grey 256GB 4G LTE,,iOS 11,36,Apple,3 GB,796.75,256 GB,https://www.noon.com/uae-en/renewed-iphone-x-with-facetime-space-grey-256gb-4g-lte/N37984547A/p/?o=cbbac0587b5a49be
Mobile,Gold,AED,,Caviar Luxury 24k Gold Plated Frame Customized iPhone 15 Pro 256 GB Gold Titanium,8199.0,,36,,,9838.8,256 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-frame-customized-iphone-15-pro-256-gb-gold-titanium/Z3BBFC6D8D4F41E8341D5Z/p/?o=z3bbfc6d8d4f41e8341d5z-1
Mobile,Gold,AED,,Caviar Luxury 24k Gold Plated Frame Customized iPhone 15 Pro 1 TB Gold Titanium Phyramid,10899.0,,36,,,12899.0,1000 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-plated-frame-customized-iphone-15-pro-1-tb-gold-titanium-phyramid/ZAD605062DC03B04E8A6CZ/p/?o=zad605062dc03b04e8a6cz-1
Mobile,Midnight Black,AED,https://f.nooncdn.com/p/v1686663852/N38597750A_1.jpg?format=jpg&width=240,Y8S Dual SIM Midnight Black 4GB RAM 64GB 4G LTE,,Android 9(Pie),36,Kirin,4 GB,399.85,64 GB,https://www.noon.com/uae-en/y8s-dual-sim-midnight-black-4gb-ram-64gb-4g-lte/N38597749A/p/?o=dc867409f54b013f
Mobile,Obsidian Black,AED,,Y20s G Dual Sim Obsidian Black 6GB RAM 128GB 4G LTE- Middle East Version,,,36,MediaTek Helio,6 GB,504.95,128 GB,https://www.noon.com/uae-en/y20s-g-dual-sim-obsidian-black-6gb-ram-128gb-4g-lte-middle-east-version/N51605577A/p/?o=a86598cce500e06e
Mobile,Moonlight Silver,AED,,Nova Y91 Dual SIM Moonlight Silver 8GB RAM 256GB 4G - Middle East Version With Gift,690.0,,36,,8 GB,949.0,256 GB,https://www.noon.com/uae-en/nova-y91-dual-sim-moonlight-silver-8gb-ram-256gb-4g-middle-east-version-with-gift/N70048788V/p/?o=e30fbd9b76cfddbc
Mobile,White,AED,,Galaxy S10 Dual SIM Prism White 512GB 4G LTE,,Android 9(Pie),36,,8 GB,825.0,512 GB,https://www.noon.com/uae-en/galaxy-s10-dual-sim-prism-white-512gb-4g-lte/N21765909A/p/?o=bc4ebd198f07754e
Mobile,Phyramid,AED,https://f.nooncdn.com/p/pzsku/Z5FF9C01F7898A93FC385Z/45/_/1686818184/eae13b8d-ad22-424e-8eb5-c12d06a6f628.jpg?format=jpg&width=240,Caviar Luxury 24K Gold Customized iPhone 14 Pro Max Limited Edition 128 GB,8999.0,iOS 16,36,Apple Bionic,6 GB,15000.0,128 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-customized-iphone-14-pro-max-limited-edition-128-gb/Z2DD9AAF1A2AAC14F8937Z/p/?o=z2dd9aaf1a2aac14f8937z-1
Mobile,Mystic Gray,AED,https://f.nooncdn.com/p/v1687430427/N39593464A_1.jpg?format=jpg&width=240,Galaxy Note20 Dual SIM Mystic Gray 8GB RAM 256GB 5G - UAE Version,1280.0,,36,,8 GB,3949.0,256 GB,https://www.noon.com/uae-en/galaxy-note20-dual-sim-mystic-gray-8gb-ram-256gb-5g-uae-version/N39593464A/p/?o=f4bb3e268f3a4cea
Mobile,Lavender,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy S23 Ultra 5G Dual SIM Lavender 12GB RAM 512GB With Galaxy Buds 2 Pro - Middle East Version,2980.0,,36,,12 GB,5449.0,512 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-lavender-12gb-ram-512gb-with-galaxy-buds-2-pro-middle-east-version/N53339780A/p/?o=d6c99e63e0e9150b
Mobile,Alpine White,AED,,Note 12 2023 8GB 256GB Helio G99 Processor Dual Sim 5000mAh Battery International Version,,,36,,8 GB,880.0,256 GB,https://www.noon.com/uae-en/note-12-2023-8gb-256gb-helio-g99-processor-dual-sim-5000mah-battery-international-version/N53404259A/p/?o=aa3f335ef48ecefe
Mobile,Starry Black,AED,,"UMIDIGI A13 Pro NFC Unlocked Smartphone, 6.7"" HD Full Screen + 5150mAh Battery, AI Triple Camera, Dual Mics Noise-Cancellation, Unisoc T610 Processor Android Cell Phone with FM Radio (6GB+128GB) BLACK",,Android 11,36,,6 GB,800.0,128 GB,https://www.noon.com/uae-en/umidigi-a13-pro-nfc-unlocked-smartphone-6-7-hd-full-screen-5150mah-battery-ai-triple-camera-dual-mics-noise-cancellation-unisoc-t610-processor-android-cell-phone-with-fm-radio-6gb-128gb-black/ZED06AD172554558460CBZ/p/?o=zed06ad172554558460cbz-1
Mobile,Black,AED,,Renewed - iPhone XR With FaceTime Black 128GB 4G LTE,799.0,,36,Bionic,3 GB,1999.0,128 GB,https://www.noon.com/uae-en/renewed-iphone-xr-with-facetime-black-128gb-4g-lte/N37936342A/p/?o=e9be484a6f5b60aa
Mobile,Black,AED,https://f.nooncdn.com/p/v1602055546/N39550575A_1.jpg?format=jpg&width=240,Refurbished - iPhone XR Dual SIM With FaceTime Black 128GB 4G LTE,763.0,,36,Bionic,3 GB,823.25,128 GB,https://www.noon.com/uae-en/refurbished-iphone-xr-dual-sim-with-facetime-black-128gb-4g-lte/N39550580A/p/?o=bc935e8fdeba8b2e
Mobile,Gold,AED,,Galaxy Note20 Ultra 5G Gold 12GB RAM 256GB 5G,1200.0,,36,Qualcomm Snapdragon,12 GB,4999.0,256 GB,https://www.noon.com/uae-en/galaxy-note20-ultra-5g-gold-12gb-ram-256gb-5g/N49041192A/p/?o=ad2699186357305b
Mobile,,AED,,3220 multifunctional phone,,,36,,,138.5,,https://www.noon.com/uae-en/3220-multifunctional-phone/Z21113B5D4A2B05F289E1Z/p/?o=z21113b5d4a2b05f289e1z-1
Mobile,Lavender,AED,https://f.nooncdn.com/p/v1676532789/N53379873A_1.jpg?format=jpg&width=240,Galaxy S23 Ultra 5G Dual SIM Lavender 12GB RAM 512GB With Travel Adapter  - Middle East Version,,,36,,12 GB,2798.0,512 GB,https://www.noon.com/uae-en/galaxy-s23-ultra-5g-dual-sim-lavender-12gb-ram-512gb-with-travel-adapter-middle-east-version/N53380219A/p/?o=aa48950db71e644e
Mobile,Blue,AED,,215 128MB Clay 4G,,,36,,64 MB,226.7,128 MB,https://www.noon.com/uae-en/215-128mb-clay-4g/N44182689A/p/?o=bfae72ac5f08cdba
Mobile,Phantom Black,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,Galaxy Z Fold 5 Single Sim Phantom Black 12GB RAM 256GB 5G - International Version,3484.0,,36,,12 GB,3750.0,256 GB,https://www.noon.com/uae-en/galaxy-z-fold-5-single-sim-phantom-black-12gb-ram-256gb-5g-international-version/N53424258A/p/?o=ab9ec5442ec60edf
Mobile,Green,AED,https://f.nooncdn.com/s/app/com/noon/icons/notify-gray.svg,10 Pro Dual SIM Green 8GB RAM 256GB 5G - Chinese Version,1430.0,,36,Qualcomm Snapdragon,8 GB,1549.0,256 GB,https://www.noon.com/uae-en/10-pro-dual-sim-green-8gb-ram-256gb-5g-chinese-version/N52455052A/p/?o=efa66b8e13f1cb9e
Mobile,Sand,AED,,225 4G TA-1279 DS EG SAND 64MB RAM Dual Sim,,,36,,64 GB,221.25,128 MB,https://www.noon.com/uae-en/225-4g-ta-1279-ds-eg-sand-64mb-ram-dual-sim/N49920535A/p/?o=d208b9b8a7502c3b
Mobile,Black,AED,https://f.nooncdn.com/p/pnsku/N70065266V/45/_/1715772673/935e7d62-7788-4fba-b1e4-7c5a0aae0378.jpg?format=jpg&width=240,Pura 70 Pro Dual SIM Black 12GB RAM 512GB 4G - Middle East Version With Huawei FreeBuds Pro 3,,,36,,12 GB,3000.0,512 GB,https://www.noon.com/uae-en/pura-70-pro-dual-sim-black-12gb-ram-512gb-4g-middle-east-version-with-huawei-freebuds-pro-3/N70065266V/p/?o=d2c8d5da306994de
Mobile,Cosmic Black,AED,,Galaxy S20 Plus Dual SIM Cosmic Black 8GB RAM 128GB 4G LTE with Samsung Galaxy Buds (Color May Vary),,,36,,8 GB,975.0,128 GB,https://www.noon.com/uae-en/galaxy-s20-plus-dual-sim-cosmic-black-8gb-ram-128gb-4g-lte-with-samsung-galaxy-buds-color-may-vary/N39612384A/p/?o=e36124312c33b51d
Mobile,Green,AED,,Refurbished - iPhone 11 With FaceTime Green 256GB 4G LTE,,,36,Apple,4 GB,1120.0,256 GB,https://www.noon.com/uae-en/refurbished-iphone-11-with-facetime-green-256gb-4g-lte/N53423042A/p/?o=c618412f68f107fe
Mobile,Black,AED,,Mate 20 Lite Black 4GB RAM 64GB 4G LTE,598.95,Android 8.0/8.1(Oreo),36,HiSilicon Kirin,4 GB,1199.0,64 GB,https://www.noon.com/uae-en/mate-20-lite-black-4gb-ram-64gb-4g-lte/N40246767A/p/?o=a9b36988eac49dea
Mobile,Midnight Black,AED,,P30 Lite Dual SIM Midnight Black 6GB RAM 128GB 4G LTE,339.0,Android 9(Pie),36,,6 GB,1099.0,128 GB,https://www.noon.com/uae-en/p30-lite-dual-sim-midnight-black-6gb-ram-128gb-4g-lte/N30438674A/p/?o=c8d11e1d39106c2d
Mobile,Nighttime Blue,AED,,Redmi Note 10 Dual Sim Nighttime Blue 8GB RAM 256GB 5G - Chinese Version,,,36,MediaTek Dimensity,8 GB,499.0,256 GB,https://www.noon.com/uae-en/redmi-note-10-dual-sim-nighttime-blue-8gb-ram-256gb-5g-chinese-version/N52613062A/p/?o=cde45b76ba44258d
Mobile,Rhombus,AED,https://f.nooncdn.com/p/pzsku/Z5FF9C01F7898A93FC385Z/45/_/1686818184/eae13b8d-ad22-424e-8eb5-c12d06a6f628.jpg?format=jpg&width=240,Caviar Luxury 24K Gold Customized iPhone 14 Pro Max Limited Edition 128 GB,8999.0,iOS 16,36,Apple Bionic,6 GB,15000.0,128 GB,https://www.noon.com/uae-en/caviar-luxury-24k-gold-customized-iphone-14-pro-max-limited-edition-128-gb/ZD46406D1D651ABB964D3Z/p/?o=zd46406d1d651abb964d3z-1
